Frequency,Filter,Threshold,Frame Bitrate,FPS,Start Time,End Time,Avg Energy
1.5,pixel,0.090000,700,24.735,8401.705,8474.758,4.595336769759449
1.5,pixel,0.090000,1000,24.733,8484.760,8557.818,4.617084536082473
1.5,pixel,0.090000,1300,24.730,8567.821,8640.895,4.608690753424655
1.5,pixel,0.090000,1600,24.754,8650.897,8723.899,4.6107137457044685
1.5,pixel,0.090000,1900,24.730,8733.901,8806.966,4.61443676975945
1.5,pixel,0.090000,2100,24.739,8816.968,8890.007,4.611487328767127
1.5,pixel,0.090000,2400,24.735,8900.009,8973.068,4.603862199312714
1.5,pixel,0.090000,2700,24.738,8983.071,9056.115,4.613903092783503
1.5,pixel,0.090000,3000,24.730,9066.117,9139.173,4.6174273972602755
1.5,pixel,0.100000,100,24.724,9149.177,9222.251,4.62263264604811
1.5,pixel,0.100000,400,24.745,9232.253,9305.274,4.594327491408935
1.5,pixel,0.100000,700,24.728,9315.276,9388.349,4.605933219178086
1.5,pixel,0.100000,1000,24.722,9398.352,9471.446,4.607599656357388
1.5,pixel,0.100000,1300,24.732,9481.448,9554.500,4.611659106529208
1.5,pixel,0.100000,1600,24.733,9564.502,9637.553,4.606914041095889
1.5,pixel,0.100000,1900,24.756,9647.555,9720.541,4.631091065292101
1.5,pixel,0.100000,2100,24.711,9730.544,9803.664,4.602738144329896
1.5,pixel,0.100000,2400,24.720,9813.666,9886.761,4.60029075342466
1.5,pixel,0.100000,2700,24.726,9896.763,9969.837,4.595540893470789
1.5,pixel,0.100000,3000,24.739,9979.840,10052.870,4.606267697594502
1.5,area,0.000000,100,24.297,10062.873,10137.236,4.7744777027027
1.5,area,0.000000,400,24.242,10147.239,10221.773,4.774308080808077
1.5,area,0.000000,700,24.174,10231.775,10306.514,4.789512751677849
1.5,area,0.000000,1000,24.213,10316.516,10391.155,4.810509764309763
1.5,area,0.000000,1300,24.166,10401.157,10475.921,4.799465100671141
1.5,area,0.000000,1600,24.186,10485.923,10560.646,4.790194295302016
1.5,area,0.000000,1900,24.164,10570.648,10645.437,4.805982214765104
1.5,area,0.000000,2100,24.143,10655.440,10730.296,4.8137822147651015
1.5,area,0.000000,2400,24.163,10740.298,10815.081,4.818923489932883
1.5,area,0.000000,2700,24.244,10825.083,10899.618,4.845777441077437
1.5,area,0.000000,3000,24.217,10909.620,10984.233,4.849263973063973
1.5,area,0.010000,100,24.440,10994.236,11068.177,4.75141525423729
1.5,area,0.010000,400,24.428,11078.179,11152.146,4.720198983050853
1.5,area,0.010000,700,24.439,11162.148,11236.093,4.747229830508478
1.5,area,0.010000,1000,24.392,11246.096,11320.169,4.7287871186440675
1.5,area,0.010000,1300,24.395,11330.172,11404.241,4.723055067567567
1.5,area,0.010000,1600,24.404,11414.243,11488.281,4.7518132203389865
1.5,area,0.010000,1900,24.392,11498.283,11572.361,4.743934915254237
1.5,area,0.010000,2100,24.457,11582.364,11656.233,4.748364406779662
1.5,area,0.010000,2400,24.379,11666.236,11740.348,4.756975593220338
1.5,area,0.010000,2700,24.399,11750.351,11824.406,4.76718372881356
1.5,area,0.010000,3000,24.449,11834.408,11908.329,4.735096271186438
1.5,area,0.020000,100,24.454,11918.333,11992.221,4.717970847457627
1.5,area,0.020000,400,24.440,12002.223,12076.149,4.728449830508476
1.5,area,0.020000,700,24.423,12086.152,12160.126,4.716483050847457
1.5,area,0.020000,1000,24.463,12170.128,12244.001,4.7286800000000015
