Frequency,Filter,Threshold,Frame Bitrate,Average IoU
1.8,pixel,0.0800,3000,0.6307
1.8,pixel,0.0900,100,0.4525
1.8,pixel,0.0900,400,0.5341
1.8,pixel,0.0900,700,0.5905
1.8,pixel,0.0900,1000,0.6012
1.8,pixel,0.0900,1300,0.5958
1.8,pixel,0.0900,1600,0.5940
1.8,pixel,0.0900,1900,0.5944
1.8,pixel,0.0900,2100,0.6009
1.8,pixel,0.0900,2400,0.6053
1.8,pixel,0.0900,2700,0.5818
1.8,pixel,0.0900,3000,0.5913
1.8,pixel,0.1000,100,0.3445
1.8,pixel,0.1000,400,0.5231
1.8,pixel,0.1000,700,0.5393
1.8,pixel,0.1000,1000,0.5509
1.8,pixel,0.1000,1300,0.5454
1.8,pixel,0.1000,1600,0.5427
1.8,pixel,0.1000,1900,0.5458
1.8,pixel,0.1000,2100,0.5452
1.8,pixel,0.1000,2400,0.5471
1.8,pixel,0.1000,2700,0.5440
1.8,pixel,0.1000,3000,0.5446
2.1,area,0.0000,100,0.8931
2.1,area,0.0000,400,0.9362
2.1,area,0.0000,700,0.9457
2.1,area,0.0000,1000,0.9479
2.1,area,0.0000,1300,0.9489
2.1,area,0.0000,1600,0.9485
2.1,area,0.0000,1900,0.9498
2.1,area,0.0000,2100,0.9492
2.1,area,0.0000,2400,0.9492
2.1,area,0.0000,2700,0.9496
2.1,area,0.0000,3000,0.9495
2.1,area,0.0100,100,0.8247
2.1,area,0.0100,400,0.8640
2.1,area,0.0100,700,0.8707
2.1,area,0.0100,1000,0.8739
2.1,area,0.0100,1300,0.8761
2.1,area,0.0100,1600,0.8757
2.1,area,0.0100,1900,0.8755
2.1,area,0.0100,2100,0.8753
2.1,area,0.0100,2400,0.8765
2.1,area,0.0100,2700,0.8755
2.1,area,0.0100,3000,0.8764
2.1,area,0.0200,100,0.7710
2.1,area,0.0200,400,0.8084
2.1,area,0.0200,700,0.8267
2.1,area,0.0200,1000,0.8306
2.1,area,0.0200,1300,0.8287
2.1,area,0.0200,1600,0.8288
2.1,area,0.0200,1900,0.8305
2.1,area,0.0200,2100,0.8303
2.1,area,0.0200,2400,0.8309
2.1,area,0.0200,2700,0.8315
2.1,area,0.0200,3000,0.8307
2.1,area,0.0300,100,0.7187
2.1,area,0.0300,400,0.7549
2.1,area,0.0300,700,0.7705
2.1,area,0.0300,1000,0.7729
2.1,area,0.0300,1300,0.7777
2.1,area,0.0300,1600,0.7760
2.1,area,0.0300,1900,0.7766
2.1,area,0.0300,2100,0.7768
2.1,area,0.0300,2400,0.7780
2.1,area,0.0300,2700,0.7775
2.1,area,0.0300,3000,0.7801
2.1,area,0.0400,100,0.6091
2.1,area,0.0400,400,0.6635
2.1,area,0.0400,700,0.6705
2.1,area,0.0400,1000,0.6854
2.1,area,0.0400,1300,0.6884
2.1,area,0.0400,1600,0.6940
2.1,area,0.0400,1900,0.6947
2.1,area,0.0400,2100,0.6907
2.1,area,0.0400,2400,0.6874
2.1,area,0.0400,2700,0.6901
2.1,area,0.0400,3000,0.6926
2.1,area,0.0500,100,0.4752
2.1,area,0.0500,400,0.5710
2.1,area,0.0500,700,0.6060
2.1,area,0.0500,1000,0.6094
2.1,area,0.0500,1300,0.6079
2.1,area,0.0500,1600,0.6184
2.1,area,0.0500,1900,0.6105
2.1,area,0.0500,2100,0.6179
2.1,area,0.0500,2400,0.6127
2.1,area,0.0500,2700,0.6144
2.1,area,0.0500,3000,0.6161
2.1,area,0.0600,100,0.4000
2.1,area,0.0600,400,0.5432
2.1,area,0.0600,700,0.5768
2.1,area,0.0600,1000,0.5837
2.1,area,0.0600,1300,0.5886
2.1,area,0.0600,1600,0.5854
2.1,area,0.0600,1900,0.5928
2.1,area,0.0600,2100,0.5841
2.1,area,0.0600,2400,0.5842
2.1,area,0.0600,2700,0.5873
2.1,area,0.0600,3000,0.5805
2.1,area,0.0700,100,0.3432
2.1,area,0.0700,400,0.4913
2.1,area,0.0700,700,0.5296
2.1,area,0.0700,1000,0.5381
2.1,area,0.0700,1300,0.5380
2.1,area,0.0700,1600,0.5388
2.1,area,0.0700,1900,0.5366
2.1,area,0.0700,2100,0.5384
2.1,area,0.0700,2400,0.5375
2.1,area,0.0700,2700,0.5395
2.1,area,0.0700,3000,0.5381
2.1,area,0.0800,100,0.3244
2.1,area,0.0800,400,0.4383
2.1,area,0.0800,700,0.4972
2.1,area,0.0800,1000,0.5040
2.1,area,0.0800,1300,0.5057
2.1,area,0.0800,1600,0.5074
2.1,area,0.0800,1900,0.5059
2.1,area,0.0800,2100,0.5045
2.1,area,0.0800,2400,0.5038
2.1,area,0.0800,2700,0.5077
2.1,area,0.0800,3000,0.5100
2.1,area,0.0900,100,0.2861
2.1,area,0.0900,400,0.4093
2.1,area,0.0900,700,0.4801
2.1,area,0.0900,1000,0.4939
2.1,area,0.0900,1300,0.4949
2.1,area,0.0900,1600,0.4916
2.1,area,0.0900,1900,0.4858
2.1,area,0.0900,2100,0.4852
2.1,area,0.0900,2400,0.4839
2.1,area,0.0900,2700,0.4831
2.1,area,0.0900,3000,0.4855
2.1,area,0.1000,100,0.2400
2.1,area,0.1000,400,0.3948
2.1,area,0.1000,700,0.4330
2.1,area,0.1000,1000,0.4705
2.1,area,0.1000,1300,0.4807
2.1,area,0.1000,1600,0.4591
2.1,area,0.1000,1900,0.4776
2.1,area,0.1000,2100,0.4449
2.1,area,0.1000,2400,0.4491
2.1,area,0.1000,2700,0.4462
2.1,area,0.1000,3000,0.4469
2.1,edge,0.0000,100,0.9037
2.1,edge,0.0000,400,0.9355
2.1,edge,0.0000,700,0.9412
2.1,edge,0.0000,1000,0.9439
2.1,edge,0.0000,1300,0.9441
2.1,edge,0.0000,1600,0.9447
2.1,edge,0.0000,1900,0.9452
2.1,edge,0.0000,2100,0.9439
2.1,edge,0.0000,2400,0.9449
2.1,edge,0.0000,2700,0.9441
2.1,edge,0.0000,3000,0.9444
2.1,edge,0.0004,100,0.8984
2.1,edge,0.0004,400,0.9327
2.1,edge,0.0004,700,0.9430
2.1,edge,0.0004,1000,0.9447
2.1,edge,0.0004,1300,0.9446
2.1,edge,0.0004,1600,0.9464
2.1,edge,0.0004,1900,0.9461
2.1,edge,0.0004,2100,0.9447
2.1,edge,0.0004,2400,0.9452
2.1,edge,0.0004,2700,0.9450
2.1,edge,0.0004,3000,0.9448
2.1,edge,0.0008,100,0.8788
2.1,edge,0.0008,400,0.9268
2.1,edge,0.0008,700,0.9345
2.1,edge,0.0008,1000,0.9367
2.1,edge,0.0008,1300,0.9381
2.1,edge,0.0008,1600,0.9388
2.1,edge,0.0008,1900,0.9400
2.1,edge,0.0008,2100,0.9408
2.1,edge,0.0008,2400,0.9396
2.1,edge,0.0008,2700,0.9403
2.1,edge,0.0008,3000,0.9406
2.1,edge,0.0012,100,0.8735
2.1,edge,0.0012,400,0.9205
2.1,edge,0.0012,700,0.9203
2.1,edge,0.0012,1000,0.9218
2.1,edge,0.0012,1300,0.9276
2.1,edge,0.0012,1600,0.9317
2.1,edge,0.0012,1900,0.9259
2.1,edge,0.0012,2100,0.9286
2.1,edge,0.0012,2400,0.9292
2.1,edge,0.0012,2700,0.9316
2.1,edge,0.0012,3000,0.9310
2.1,edge,0.0016,100,0.8522
2.1,edge,0.0016,400,0.8980
2.1,edge,0.0016,700,0.9085
2.1,edge,0.0016,1000,0.9117
2.1,edge,0.0016,1300,0.9133
2.1,edge,0.0016,1600,0.9128
2.1,edge,0.0016,1900,0.9156
2.1,edge,0.0016,2100,0.9168
2.1,edge,0.0016,2400,0.9131
2.1,edge,0.0016,2700,0.9131
2.1,edge,0.0016,3000,0.9153
2.1,edge,0.0020,100,0.8186
2.1,edge,0.0020,400,0.8645
2.1,edge,0.0020,700,0.8764
2.1,edge,0.0020,1000,0.8836
2.1,edge,0.0020,1300,0.8796
2.1,edge,0.0020,1600,0.8817
2.1,edge,0.0020,1900,0.8840
2.1,edge,0.0020,2100,0.8831
2.1,edge,0.0020,2400,0.8815
2.1,edge,0.0020,2700,0.8833
2.1,edge,0.0020,3000,0.8859
2.1,edge,0.0024,100,0.7780
2.1,edge,0.0024,400,0.8319
2.1,edge,0.0024,700,0.8494
2.1,edge,0.0024,1000,0.8534
2.1,edge,0.0024,1300,0.8510
2.1,edge,0.0024,1600,0.8487
2.1,edge,0.0024,1900,0.8520
2.1,edge,0.0024,2100,0.8492
2.1,edge,0.0024,2400,0.8559
2.1,edge,0.0024,2700,0.8530
2.1,edge,0.0024,3000,0.8528
2.1,edge,0.0028,100,0.7345
2.1,edge,0.0028,400,0.7826
2.1,edge,0.0028,700,0.7961
2.1,edge,0.0028,1000,0.7968
2.1,edge,0.0028,1300,0.7998
2.1,edge,0.0028,1600,0.7973
2.1,edge,0.0028,1900,0.7950
2.1,edge,0.0028,2100,0.7998
2.1,edge,0.0028,2400,0.8008
2.1,edge,0.0028,2700,0.7983
2.1,edge,0.0028,3000,0.8024
2.1,edge,0.0032,100,0.6685
2.1,edge,0.0032,400,0.7205
2.1,edge,0.0032,700,0.7404
2.1,edge,0.0032,1000,0.7413
2.1,edge,0.0032,1300,0.7402
2.1,edge,0.0032,1600,0.7474
2.1,edge,0.0032,1900,0.7461
2.1,edge,0.0032,2100,0.7428
2.1,edge,0.0032,2400,0.7406
2.1,edge,0.0032,2700,0.7434
2.1,edge,0.0032,3000,0.7428
2.1,edge,0.0036,100,0.6225
2.1,edge,0.0036,400,0.6666
2.1,edge,0.0036,700,0.6946
2.1,edge,0.0036,1000,0.6930
2.1,edge,0.0036,1300,0.6909
2.1,edge,0.0036,1600,0.6938
2.1,edge,0.0036,1900,0.6930
2.1,edge,0.0036,2100,0.6929
2.1,edge,0.0036,2400,0.6915
2.1,edge,0.0036,2700,0.6950
2.1,edge,0.0036,3000,0.6963
2.1,edge,0.0040,100,0.5775
2.1,edge,0.0040,400,0.6444
2.1,edge,0.0040,700,0.6551
2.1,edge,0.0040,1000,0.6642
2.1,edge,0.0040,1300,0.6694
2.1,edge,0.0040,1600,0.6652
2.1,edge,0.0040,1900,0.6656
2.1,edge,0.0040,2100,0.6662
2.1,edge,0.0040,2400,0.6690
2.1,edge,0.0040,2700,0.6682
2.1,edge,0.0040,3000,0.6658
2.1,pixel,0.0000,100,0.8967
2.1,pixel,0.0000,400,0.9405
2.1,pixel,0.0000,700,0.9475
2.1,pixel,0.0000,1000,0.9483
2.1,pixel,0.0000,1300,0.9498
2.1,pixel,0.0000,1600,0.9496
2.1,pixel,0.0000,1900,0.9498
2.1,pixel,0.0000,2100,0.9499
2.1,pixel,0.0000,2400,0.9510
2.1,pixel,0.0000,2700,0.9500
2.1,pixel,0.0000,3000,0.9502
2.1,pixel,0.0100,100,0.8621
2.1,pixel,0.0100,400,0.9028
2.1,pixel,0.0100,700,0.9092
2.1,pixel,0.0100,1000,0.9120
2.1,pixel,0.0100,1300,0.9175
2.1,pixel,0.0100,1600,0.9156
2.1,pixel,0.0100,1900,0.9145
2.1,pixel,0.0100,2100,0.9162
2.1,pixel,0.0100,2400,0.9179
2.1,pixel,0.0100,2700,0.9185
2.1,pixel,0.0100,3000,0.9168
2.1,pixel,0.0200,100,0.8258
2.1,pixel,0.0200,400,0.8671
2.1,pixel,0.0200,700,0.8774
2.1,pixel,0.0200,1000,0.8809
2.1,pixel,0.0200,1300,0.8815
2.1,pixel,0.0200,1600,0.8820
2.1,pixel,0.0200,1900,0.8820
2.1,pixel,0.0200,2100,0.8824
2.1,pixel,0.0200,2400,0.8820
2.1,pixel,0.0200,2700,0.8829
2.1,pixel,0.0200,3000,0.8863
2.1,pixel,0.0300,100,0.7830
2.1,pixel,0.0300,400,0.8339
2.1,pixel,0.0300,700,0.8512
2.1,pixel,0.0300,1000,0.8525
2.1,pixel,0.0300,1300,0.8529
2.1,pixel,0.0300,1600,0.8559
2.1,pixel,0.0300,1900,0.8531
2.1,pixel,0.0300,2100,0.8540
2.1,pixel,0.0300,2400,0.8538
2.1,pixel,0.0300,2700,0.8534
2.1,pixel,0.0300,3000,0.8555
2.1,pixel,0.0400,100,0.7632
2.1,pixel,0.0400,400,0.8043
2.1,pixel,0.0400,700,0.8180
2.1,pixel,0.0400,1000,0.8239
2.1,pixel,0.0400,1300,0.8238
2.1,pixel,0.0400,1600,0.8235
2.1,pixel,0.0400,1900,0.8297
2.1,pixel,0.0400,2100,0.8279
2.1,pixel,0.0400,2400,0.8295
2.1,pixel,0.0400,2700,0.8269
2.1,pixel,0.0400,3000,0.8274
2.1,pixel,0.0500,100,0.6955
2.1,pixel,0.0500,400,0.7575
2.1,pixel,0.0500,700,0.7693
2.1,pixel,0.0500,1000,0.7762
2.1,pixel,0.0500,1300,0.7745
2.1,pixel,0.0500,1600,0.7790
2.1,pixel,0.0500,1900,0.7787
2.1,pixel,0.0500,2100,0.7770
2.1,pixel,0.0500,2400,0.7792
2.1,pixel,0.0500,2700,0.7782
2.1,pixel,0.0500,3000,0.7790
2.1,pixel,0.0600,100,0.6208
2.1,pixel,0.0600,400,0.7158
2.1,pixel,0.0600,700,0.7320
2.1,pixel,0.0600,1000,0.7354
2.1,pixel,0.0600,1300,0.7372
2.1,pixel,0.0600,1600,0.7387
2.1,pixel,0.0600,1900,0.7388
2.1,pixel,0.0600,2100,0.7389
2.1,pixel,0.0600,2400,0.7391
2.1,pixel,0.0600,2700,0.7410
2.1,pixel,0.0600,3000,0.7366
2.1,pixel,0.0700,100,0.5736
2.1,pixel,0.0700,400,0.6526
2.1,pixel,0.0700,700,0.6681
2.1,pixel,0.0700,1000,0.6768
2.1,pixel,0.0700,1300,0.6781
2.1,pixel,0.0700,1600,0.6796
2.1,pixel,0.0700,1900,0.6764
2.1,pixel,0.0700,2100,0.6812
2.1,pixel,0.0700,2400,0.6797
2.1,pixel,0.0700,2700,0.6795
2.1,pixel,0.0700,3000,0.6798
2.1,pixel,0.0800,100,0.4658
2.1,pixel,0.0800,400,0.5820
2.1,pixel,0.0800,700,0.6244
2.1,pixel,0.0800,1000,0.6325
2.1,pixel,0.0800,1300,0.6302
2.1,pixel,0.0800,1600,0.6240
2.1,pixel,0.0800,1900,0.6383
2.1,pixel,0.0800,2100,0.6299
2.1,pixel,0.0800,2400,0.6369
2.1,pixel,0.0800,2700,0.6320
2.1,pixel,0.0800,3000,0.6373
2.1,pixel,0.0900,100,0.4343
2.1,pixel,0.0900,400,0.5533
2.1,pixel,0.0900,700,0.5888
2.1,pixel,0.0900,1000,0.5883
2.1,pixel,0.0900,1300,0.5970
2.1,pixel,0.0900,1600,0.5901
2.1,pixel,0.0900,1900,0.5890
2.1,pixel,0.0900,2100,0.5939
2.1,pixel,0.0900,2400,0.5832
2.1,pixel,0.0900,2700,0.5922
2.1,pixel,0.0900,3000,0.5846
2.1,pixel,0.1000,100,0.2868
2.1,pixel,0.1000,400,0.5214
2.1,pixel,0.1000,700,0.5414
2.1,pixel,0.1000,1000,0.5438
2.1,pixel,0.1000,1300,0.5418
2.1,pixel,0.1000,1600,0.5439
2.1,pixel,0.1000,1900,0.5483
2.1,pixel,0.1000,2100,0.5467
2.1,pixel,0.1000,2400,0.5439
2.1,pixel,0.1000,2700,0.5484
2.1,pixel,0.1000,3000,0.5457
2.4,area,0.0000,100,0.8984
2.4,area,0.0000,400,0.9389
2.4,area,0.0000,700,0.9454
2.4,area,0.0000,1000,0.9466
2.4,area,0.0000,1300,0.9490
2.4,area,0.0000,1600,0.9498
2.4,area,0.0000,1900,0.9500
2.4,area,0.0000,2100,0.9503
2.4,area,0.0000,2400,0.9506
2.4,area,0.0000,2700,0.9489
2.4,area,0.0000,3000,0.9489
2.4,area,0.0100,100,0.8143
2.4,area,0.0100,400,0.8684
2.4,area,0.0100,700,0.8711
2.4,area,0.0100,1000,0.8751
2.4,area,0.0100,1300,0.8755
2.4,area,0.0100,1600,0.8753
2.4,area,0.0100,1900,0.8767
2.4,area,0.0100,2100,0.8763
2.4,area,0.0100,2400,0.8770
2.4,area,0.0100,2700,0.8756
2.4,area,0.0100,3000,0.8770
2.4,area,0.0200,100,0.7685
2.4,area,0.0200,400,0.8126
2.4,area,0.0200,700,0.8255
2.4,area,0.0200,1000,0.8324
2.4,area,0.0200,1300,0.8314
2.4,area,0.0200,1600,0.8301
2.4,area,0.0200,1900,0.8306
2.4,area,0.0200,2100,0.8318
2.4,area,0.0200,2400,0.8348
2.4,area,0.0200,2700,0.8297
2.4,area,0.0200,3000,0.8315
2.4,area,0.0300,100,0.6958
2.4,area,0.0300,400,0.7572
2.4,area,0.0300,700,0.7724
2.4,area,0.0300,1000,0.7751
2.4,area,0.0300,1300,0.7749
2.4,area,0.0300,1600,0.7759
2.4,area,0.0300,1900,0.7770
2.4,area,0.0300,2100,0.7768
2.4,area,0.0300,2400,0.7778
2.4,area,0.0300,2700,0.7781
2.4,area,0.0300,3000,0.7763
2.4,area,0.0400,100,0.6019
2.4,area,0.0400,400,0.6655
2.4,area,0.0400,700,0.6756
2.4,area,0.0400,1000,0.6850
2.4,area,0.0400,1300,0.6842
2.4,area,0.0400,1600,0.6897
2.4,area,0.0400,1900,0.6871
2.4,area,0.0400,2100,0.6940
2.4,area,0.0400,2400,0.6910
2.4,area,0.0400,2700,0.6919
2.4,area,0.0400,3000,0.6948
2.4,area,0.0500,100,0.4892
2.4,area,0.0500,400,0.5824
2.4,area,0.0500,700,0.5980
2.4,area,0.0500,1000,0.6061
2.4,area,0.0500,1300,0.6093
2.4,area,0.0500,1600,0.6104
2.4,area,0.0500,1900,0.6060
2.4,area,0.0500,2100,0.6142
2.4,area,0.0500,2400,0.6161
2.4,area,0.0500,2700,0.6174
2.4,area,0.0500,3000,0.6162
2.4,area,0.0600,100,0.4380
2.4,area,0.0600,400,0.5470
2.4,area,0.0600,700,0.5791
2.4,area,0.0600,1000,0.5839
2.4,area,0.0600,1300,0.5849
2.4,area,0.0600,1600,0.5855
2.4,area,0.0600,1900,0.5829
2.4,area,0.0600,2100,0.5863
2.4,area,0.0600,2400,0.5838
2.4,area,0.0600,2700,0.5865
2.4,area,0.0600,3000,0.5836
2.4,area,0.0700,100,0.3455
2.4,area,0.0700,400,0.4946
2.4,area,0.0700,700,0.5300
2.4,area,0.0700,1000,0.5431
2.4,area,0.0700,1300,0.5339
2.4,area,0.0700,1600,0.5379
2.4,area,0.0700,1900,0.5382
2.4,area,0.0700,2100,0.5364
2.4,area,0.0700,2400,0.5382
2.4,area,0.0700,2700,0.5380
2.4,area,0.0700,3000,0.5389
2.4,area,0.0800,100,0.2920
2.4,area,0.0800,400,0.4515
2.4,area,0.0800,700,0.5009
2.4,area,0.0800,1000,0.5059
2.4,area,0.0800,1300,0.5032
2.4,area,0.0800,1600,0.5077
2.4,area,0.0800,1900,0.5119
2.4,area,0.0800,2100,0.5108
2.4,area,0.0800,2400,0.5102
2.4,area,0.0800,2700,0.5066
2.4,area,0.0800,3000,0.5057
2.4,area,0.0900,100,0.2589
2.4,area,0.0900,400,0.4095
2.4,area,0.0900,700,0.4844
2.4,area,0.0900,1000,0.4939
2.4,area,0.0900,1300,0.4930
2.4,area,0.0900,1600,0.4868
2.4,area,0.0900,1900,0.4948
2.4,area,0.0900,2100,0.4981
2.4,area,0.0900,2400,0.4851
2.4,area,0.0900,2700,0.4917
2.4,area,0.0900,3000,0.4829
2.4,area,0.1000,100,0.2475
2.4,area,0.1000,400,0.3955
2.4,area,0.1000,700,0.4497
2.4,area,0.1000,1000,0.4689
2.4,area,0.1000,1300,0.4585
2.4,area,0.1000,1600,0.4677
2.4,area,0.1000,1900,0.4447
2.4,area,0.1000,2100,0.4745
2.4,area,0.1000,2400,0.4725
2.4,area,0.1000,2700,0.4705
2.4,area,0.1000,3000,0.4448
2.4,edge,0.0000,100,0.8967
2.4,edge,0.0000,400,0.9378
2.4,edge,0.0000,700,0.9419
2.4,edge,0.0000,1000,0.9441
2.4,edge,0.0000,1300,0.9429
2.4,edge,0.0000,1600,0.9442
2.4,edge,0.0000,1900,0.9450
2.4,edge,0.0000,2100,0.9457
2.4,edge,0.0000,2400,0.9422
2.4,edge,0.0000,2700,0.9433
2.4,edge,0.0000,3000,0.9438
2.4,edge,0.0004,100,0.9019
2.4,edge,0.0004,400,0.9315
2.4,edge,0.0004,700,0.9427
2.4,edge,0.0004,1000,0.9454
2.4,edge,0.0004,1300,0.9475
2.4,edge,0.0004,1600,0.9455
2.4,edge,0.0004,1900,0.9450
2.4,edge,0.0004,2100,0.9447
2.4,edge,0.0004,2400,0.9450
2.4,edge,0.0004,2700,0.9476
2.4,edge,0.0004,3000,0.9446
2.4,edge,0.0008,100,0.8844
2.4,edge,0.0008,400,0.9236
2.4,edge,0.0008,700,0.9404
2.4,edge,0.0008,1000,0.9374
2.4,edge,0.0008,1300,0.9395
2.4,edge,0.0008,1600,0.9412
2.4,edge,0.0008,1900,0.9394
2.4,edge,0.0008,2100,0.9406
2.4,edge,0.0008,2400,0.9404
2.4,edge,0.0008,2700,0.9402
2.4,edge,0.0008,3000,0.9399
2.4,edge,0.0012,100,0.8705
2.4,edge,0.0012,400,0.9192
2.4,edge,0.0012,700,0.9263
2.4,edge,0.0012,1000,0.9273
2.4,edge,0.0012,1300,0.9303
2.4,edge,0.0012,1600,0.9287
2.4,edge,0.0012,1900,0.9295
2.4,edge,0.0012,2100,0.9286
2.4,edge,0.0012,2400,0.9333
2.4,edge,0.0012,2700,0.9296
2.4,edge,0.0012,3000,0.9316
2.4,edge,0.0016,100,0.8387
2.4,edge,0.0016,400,0.8971
2.4,edge,0.0016,700,0.9060
2.4,edge,0.0016,1000,0.9092
2.4,edge,0.0016,1300,0.9111
2.4,edge,0.0016,1600,0.9119
2.4,edge,0.0016,1900,0.9157
2.4,edge,0.0016,2100,0.9148
2.4,edge,0.0016,2400,0.9154
2.4,edge,0.0016,2700,0.9141
2.4,edge,0.0016,3000,0.9149
2.4,edge,0.0020,100,0.8289
2.4,edge,0.0020,400,0.8605
2.4,edge,0.0020,700,0.8732
2.4,edge,0.0020,1000,0.8741
2.4,edge,0.0020,1300,0.8729
2.4,edge,0.0020,1600,0.8761
2.4,edge,0.0020,1900,0.8837
2.4,edge,0.0020,2100,0.8849
2.4,edge,0.0020,2400,0.8861
2.4,edge,0.0020,2700,0.8800
2.4,edge,0.0020,3000,0.8872
2.4,edge,0.0024,100,0.7800
2.4,edge,0.0024,400,0.8407
2.4,edge,0.0024,700,0.8482
2.4,edge,0.0024,1000,0.8521
2.4,edge,0.0024,1300,0.8514
2.4,edge,0.0024,1600,0.8528
2.4,edge,0.0024,1900,0.8530
2.4,edge,0.0024,2100,0.8523
2.4,edge,0.0024,2400,0.8539
2.4,edge,0.0024,2700,0.8539
2.4,edge,0.0024,3000,0.8512
2.4,edge,0.0028,100,0.7303
2.4,edge,0.0028,400,0.7859
2.4,edge,0.0028,700,0.7971
2.4,edge,0.0028,1000,0.7979
2.4,edge,0.0028,1300,0.7986
2.4,edge,0.0028,1600,0.7974
2.4,edge,0.0028,1900,0.7964
2.4,edge,0.0028,2100,0.7995
2.4,edge,0.0028,2400,0.7991
2.4,edge,0.0028,2700,0.8011
2.4,edge,0.0028,3000,0.7980
2.4,edge,0.0032,100,0.6808
2.4,edge,0.0032,400,0.7230
2.4,edge,0.0032,700,0.7393
2.4,edge,0.0032,1000,0.7413
2.4,edge,0.0032,1300,0.7428
2.4,edge,0.0032,1600,0.7431
2.4,edge,0.0032,1900,0.7379
2.4,edge,0.0032,2100,0.7465
2.4,edge,0.0032,2400,0.7414
2.4,edge,0.0032,2700,0.7445
2.4,edge,0.0032,3000,0.7454
2.4,edge,0.0036,100,0.6317
2.4,edge,0.0036,400,0.6725
2.4,edge,0.0036,700,0.6897
2.4,edge,0.0036,1000,0.6927
2.4,edge,0.0036,1300,0.6932
2.4,edge,0.0036,1600,0.6957
2.4,edge,0.0036,1900,0.6969
2.4,edge,0.0036,2100,0.6921
2.4,edge,0.0036,2400,0.6939
2.4,edge,0.0036,2700,0.6930
2.4,edge,0.0036,3000,0.6945
2.4,edge,0.0040,100,0.5903
2.4,edge,0.0040,400,0.6463
2.4,edge,0.0040,700,0.6641
2.4,edge,0.0040,1000,0.6651
2.4,edge,0.0040,1300,0.6672
2.4,edge,0.0040,1600,0.6647
2.4,edge,0.0040,1900,0.6685
2.4,edge,0.0040,2100,0.6649
2.4,edge,0.0040,2400,0.6657
2.4,edge,0.0040,2700,0.6634
2.4,edge,0.0040,3000,0.6652
2.4,pixel,0.0000,100,0.9099
2.4,pixel,0.0000,400,0.9389
2.4,pixel,0.0000,700,0.9478
2.4,pixel,0.0000,1000,0.9499
2.4,pixel,0.0000,1300,0.9501
2.4,pixel,0.0000,1600,0.9506
2.4,pixel,0.0000,1900,0.9511
2.4,pixel,0.0000,2100,0.9511
2.4,pixel,0.0000,2400,0.9496
2.4,pixel,0.0000,2700,0.9499
2.4,pixel,0.0000,3000,0.9481
2.4,pixel,0.0100,100,0.8672
2.4,pixel,0.0100,400,0.9020
2.4,pixel,0.0100,700,0.9106
2.4,pixel,0.0100,1000,0.9157
2.4,pixel,0.0100,1300,0.9172
2.4,pixel,0.0100,1600,0.9167
2.4,pixel,0.0100,1900,0.9157
2.4,pixel,0.0100,2100,0.9149
2.4,pixel,0.0100,2400,0.9166
2.4,pixel,0.0100,2700,0.9172
2.4,pixel,0.0100,3000,0.9190
2.4,pixel,0.0200,100,0.8335
2.4,pixel,0.0200,400,0.8716
2.4,pixel,0.0200,700,0.8784
2.4,pixel,0.0200,1000,0.8840
2.4,pixel,0.0200,1300,0.8813
2.4,pixel,0.0200,1600,0.8808
2.4,pixel,0.0200,1900,0.8867
2.4,pixel,0.0200,2100,0.8864
2.4,pixel,0.0200,2400,0.8816
2.4,pixel,0.0200,2700,0.8864
2.4,pixel,0.0200,3000,0.8872
2.4,pixel,0.0300,100,0.7927
2.4,pixel,0.0300,400,0.8333
2.4,pixel,0.0300,700,0.8509
2.4,pixel,0.0300,1000,0.8526
2.4,pixel,0.0300,1300,0.8573
2.4,pixel,0.0300,1600,0.8565
2.4,pixel,0.0300,1900,0.8566
2.4,pixel,0.0300,2100,0.8555
2.4,pixel,0.0300,2400,0.8545
2.4,pixel,0.0300,2700,0.8536
2.4,pixel,0.0300,3000,0.8576
2.4,pixel,0.0400,100,0.7370
2.4,pixel,0.0400,400,0.8071
2.4,pixel,0.0400,700,0.8208
2.4,pixel,0.0400,1000,0.8254
2.4,pixel,0.0400,1300,0.8247
2.4,pixel,0.0400,1600,0.8268
2.4,pixel,0.0400,1900,0.8280
2.4,pixel,0.0400,2100,0.8269
2.4,pixel,0.0400,2400,0.8295
2.4,pixel,0.0400,2700,0.8310
2.4,pixel,0.0400,3000,0.8282
2.4,pixel,0.0500,100,0.7083
2.4,pixel,0.0500,400,0.7538
2.4,pixel,0.0500,700,0.7608
2.4,pixel,0.0500,1000,0.7762
2.4,pixel,0.0500,1300,0.7767
2.4,pixel,0.0500,1600,0.7773
2.4,pixel,0.0500,1900,0.7774
2.4,pixel,0.0500,2100,0.7762
2.4,pixel,0.0500,2400,0.7815
2.4,pixel,0.0500,2700,0.7758
2.4,pixel,0.0500,3000,0.7727
2.4,pixel,0.0600,100,0.6294
2.4,pixel,0.0600,400,0.7160
2.4,pixel,0.0600,700,0.7294
2.4,pixel,0.0600,1000,0.7334
2.4,pixel,0.0600,1300,0.7353
2.4,pixel,0.0600,1600,0.7370
2.4,pixel,0.0600,1900,0.7390
2.4,pixel,0.0600,2100,0.7347
2.4,pixel,0.0600,2400,0.7390
2.4,pixel,0.0600,2700,0.7423
2.4,pixel,0.0600,3000,0.7375
2.4,pixel,0.0700,100,0.5718
2.4,pixel,0.0700,400,0.6399
2.4,pixel,0.0700,700,0.6731
2.4,pixel,0.0700,1000,0.6745
