Frequency,Filter,Threshold,Frame Bitrate,Average IoU
1.8,pixel,0.1000,100,0.2438
1.8,pixel,0.1000,400,0.4786
1.8,pixel,0.1000,700,0.4511
1.8,pixel,0.1000,1000,0.4826
1.8,pixel,0.1000,1300,0.4829
1.8,pixel,0.1000,1600,0.5029
1.8,pixel,0.1000,1900,0.5165
1.8,pixel,0.1000,2100,0.4999
1.8,pixel,0.1000,2400,0.5168
1.8,pixel,0.1000,2700,0.4912
1.8,pixel,0.1000,3000,0.4944
2.1,area,0.0000,100,0.5793
2.1,area,0.0000,400,0.6800
2.1,area,0.0000,700,0.6938
2.1,area,0.0000,1000,0.7029
2.1,area,0.0000,1300,0.6995
2.1,area,0.0000,1600,0.7113
2.1,area,0.0000,1900,0.6605
2.1,area,0.0000,2100,0.7142
2.1,area,0.0000,2400,0.7106
2.1,area,0.0000,2700,0.7055
2.1,area,0.0000,3000,0.7085
2.1,area,0.0100,100,0.5274
2.1,area,0.0100,400,0.6328
2.1,area,0.0100,700,0.6511
2.1,area,0.0100,1000,0.6485
2.1,area,0.0100,1300,0.6591
2.1,area,0.0100,1600,0.6603
2.1,area,0.0100,1900,0.6422
2.1,area,0.0100,2100,0.6557
2.1,area,0.0100,2400,0.6602
2.1,area,0.0100,2700,0.6572
2.1,area,0.0100,3000,0.6580
2.1,area,0.0200,100,0.5128
2.1,area,0.0200,400,0.6153
2.1,area,0.0200,700,0.6281
2.1,area,0.0200,1000,0.6292
2.1,area,0.0200,1300,0.6394
2.1,area,0.0200,1600,0.6387
2.1,area,0.0200,1900,0.6465
2.1,area,0.0200,2100,0.6443
2.1,area,0.0200,2400,0.6279
2.1,area,0.0200,2700,0.6338
2.1,area,0.0200,3000,0.6382
2.1,area,0.0300,100,0.4827
2.1,area,0.0300,400,0.5738
2.1,area,0.0300,700,0.5810
2.1,area,0.0300,1000,0.5955
2.1,area,0.0300,1300,0.6052
2.1,area,0.0300,1600,0.6177
2.1,area,0.0300,1900,0.5991
2.1,area,0.0300,2100,0.5977
2.1,area,0.0300,2400,0.6169
2.1,area,0.0300,2700,0.5893
2.1,area,0.0300,3000,0.5972
2.1,area,0.0400,100,0.4393
2.1,area,0.0400,400,0.5750
2.1,area,0.0400,700,0.5943
2.1,area,0.0400,1000,0.5762
2.1,area,0.0400,1300,0.5906
2.1,area,0.0400,1600,0.6043
2.1,area,0.0400,1900,0.5850
2.1,area,0.0400,2100,0.5902
2.1,area,0.0400,2400,0.5748
2.1,area,0.0400,2700,0.5790
2.1,area,0.0400,3000,0.5710
2.1,area,0.0500,100,0.4728
2.1,area,0.0500,400,0.5760
2.1,area,0.0500,700,0.5920
2.1,area,0.0500,1000,0.5991
2.1,area,0.0500,1300,0.6088
2.1,area,0.0500,1600,0.5918
2.1,area,0.0500,1900,0.5865
2.1,area,0.0500,2100,0.5875
2.1,area,0.0500,2400,0.5955
2.1,area,0.0500,2700,0.6004
2.1,area,0.0500,3000,0.5885
2.1,area,0.0600,100,0.3666
2.1,area,0.0600,400,0.5311
2.1,area,0.0600,700,0.5390
2.1,area,0.0600,1000,0.5521
2.1,area,0.0600,1300,0.5532
2.1,area,0.0600,1600,0.5423
2.1,area,0.0600,1900,0.5486
2.1,area,0.0600,2100,0.5394
2.1,area,0.0600,2400,0.5432
2.1,area,0.0600,2700,0.5698
2.1,area,0.0600,3000,0.5438
2.1,area,0.0700,100,0.3615
2.1,area,0.0700,400,0.5019
2.1,area,0.0700,700,0.5216
2.1,area,0.0700,1000,0.5273
2.1,area,0.0700,1300,0.5256
2.1,area,0.0700,1600,0.5282
2.1,area,0.0700,1900,0.5269
2.1,area,0.0700,2100,0.5228
2.1,area,0.0700,2400,0.5295
2.1,area,0.0700,2700,0.5288
2.1,area,0.0700,3000,0.5401
2.1,area,0.0800,100,0.2880
2.1,area,0.0800,400,0.4426
2.1,area,0.0800,700,0.4690
2.1,area,0.0800,1000,0.4671
2.1,area,0.0800,1300,0.4710
2.1,area,0.0800,1600,0.4783
2.1,area,0.0800,1900,0.4737
2.1,area,0.0800,2100,0.4707
2.1,area,0.0800,2400,0.4670
2.1,area,0.0800,2700,0.4757
2.1,area,0.0800,3000,0.4703
2.1,area,0.0900,100,0.2862
2.1,area,0.0900,400,0.5037
2.1,area,0.0900,700,0.4931
2.1,area,0.0900,1000,0.5028
2.1,area,0.0900,1300,0.5035
2.1,area,0.0900,1600,0.5209
2.1,area,0.0900,1900,0.5170
2.1,area,0.0900,2100,0.5052
2.1,area,0.0900,2400,0.5244
2.1,area,0.0900,2700,0.5143
2.1,area,0.0900,3000,0.5106
2.1,area,0.1000,100,0.2070
2.1,area,0.1000,400,0.3891
2.1,area,0.1000,700,0.3937
2.1,area,0.1000,1000,0.4070
2.1,area,0.1000,1300,0.4097
2.1,area,0.1000,1600,0.4074
2.1,area,0.1000,1900,0.4116
2.1,area,0.1000,2100,0.4082
2.1,area,0.1000,2400,0.4143
2.1,area,0.1000,2700,0.4109
2.1,area,0.1000,3000,0.4140
2.1,edge,0.0000,100,0.5431
2.1,edge,0.0000,400,0.6821
2.1,edge,0.0000,700,0.6905
2.1,edge,0.0000,1000,0.7032
2.1,edge,0.0000,1300,0.7068
2.1,edge,0.0000,1600,0.7139
2.1,edge,0.0000,1900,0.7052
2.1,edge,0.0000,2100,0.7031
2.1,edge,0.0000,2400,0.6849
2.1,edge,0.0000,2700,0.7045
2.1,edge,0.0000,3000,0.6928
2.1,edge,0.0004,100,0.5748
2.1,edge,0.0004,400,0.6919
2.1,edge,0.0004,700,0.6951
2.1,edge,0.0004,1000,0.7099
2.1,edge,0.0004,1300,0.7070
2.1,edge,0.0004,1600,0.7068
2.1,edge,0.0004,1900,0.7019
2.1,edge,0.0004,2100,0.6993
2.1,edge,0.0004,2400,0.6968
2.1,edge,0.0004,2700,0.6991
2.1,edge,0.0004,3000,0.7075
2.1,edge,0.0008,100,0.5811
2.1,edge,0.0008,400,0.6797
2.1,edge,0.0008,700,0.7063
2.1,edge,0.0008,1000,0.6991
2.1,edge,0.0008,1300,0.7053
2.1,edge,0.0008,1600,0.6980
2.1,edge,0.0008,1900,0.7022
2.1,edge,0.0008,2100,0.6977
2.1,edge,0.0008,2400,0.7015
2.1,edge,0.0008,2700,0.6936
2.1,edge,0.0008,3000,0.6947
2.1,edge,0.0012,100,0.5369
2.1,edge,0.0012,400,0.6521
2.1,edge,0.0012,700,0.6824
2.1,edge,0.0012,1000,0.6951
2.1,edge,0.0012,1300,0.6774
2.1,edge,0.0012,1600,0.6985
2.1,edge,0.0012,1900,0.6946
2.1,edge,0.0012,2100,0.6851
2.1,edge,0.0012,2400,0.6859
2.1,edge,0.0012,2700,0.6868
2.1,edge,0.0012,3000,0.6893
2.1,edge,0.0016,100,0.5234
2.1,edge,0.0016,400,0.6321
2.1,edge,0.0016,700,0.6595
2.1,edge,0.0016,1000,0.6769
2.1,edge,0.0016,1300,0.6707
2.1,edge,0.0016,1600,0.6684
2.1,edge,0.0016,1900,0.6727
2.1,edge,0.0016,2100,0.6609
2.1,edge,0.0016,2400,0.6665
2.1,edge,0.0016,2700,0.6573
2.1,edge,0.0016,3000,0.6657
2.1,edge,0.0020,100,0.4944
2.1,edge,0.0020,400,0.6156
2.1,edge,0.0020,700,0.6409
2.1,edge,0.0020,1000,0.6387
2.1,edge,0.0020,1300,0.6309
2.1,edge,0.0020,1600,0.6346
2.1,edge,0.0020,1900,0.6315
2.1,edge,0.0020,2100,0.6253
2.1,edge,0.0020,2400,0.6334
2.1,edge,0.0020,2700,0.6331
2.1,edge,0.0020,3000,0.6332
2.1,edge,0.0024,100,0.4814
2.1,edge,0.0024,400,0.5692
2.1,edge,0.0024,700,0.6072
2.1,edge,0.0024,1000,0.6015
2.1,edge,0.0024,1300,0.5925
2.1,edge,0.0024,1600,0.5916
2.1,edge,0.0024,1900,0.6044
2.1,edge,0.0024,2100,0.5964
2.1,edge,0.0024,2400,0.6028
2.1,edge,0.0024,2700,0.6102
2.1,edge,0.0024,3000,0.5995
2.1,edge,0.0028,100,0.4224
2.1,edge,0.0028,400,0.5721
2.1,edge,0.0028,700,0.6034
2.1,edge,0.0028,1000,0.5994
2.1,edge,0.0028,1300,0.5958
2.1,edge,0.0028,1600,0.6076
2.1,edge,0.0028,1900,0.5993
2.1,edge,0.0028,2100,0.6059
2.1,edge,0.0028,2400,0.5844
2.1,edge,0.0028,2700,0.6031
2.1,edge,0.0028,3000,0.5929
2.1,edge,0.0032,100,0.3725
2.1,edge,0.0032,400,0.5471
2.1,edge,0.0032,700,0.5464
2.1,edge,0.0032,1000,0.5504
2.1,edge,0.0032,1300,0.5529
2.1,edge,0.0032,1600,0.5549
2.1,edge,0.0032,1900,0.5629
2.1,edge,0.0032,2100,0.5636
2.1,edge,0.0032,2400,0.5656
2.1,edge,0.0032,2700,0.5533
2.1,edge,0.0032,3000,0.5671
2.1,edge,0.0036,100,0.3016
2.1,edge,0.0036,400,0.4843
2.1,edge,0.0036,700,0.5158
2.1,edge,0.0036,1000,0.4988
2.1,edge,0.0036,1300,0.5015
2.1,edge,0.0036,1600,0.4887
2.1,edge,0.0036,1900,0.5049
2.1,edge,0.0036,2100,0.5019
2.1,edge,0.0036,2400,0.4704
2.1,edge,0.0036,2700,0.5099
2.1,edge,0.0036,3000,0.5193
2.1,edge,0.0040,100,0.1317
2.1,edge,0.0040,400,0.4171
2.1,edge,0.0040,700,0.4422
2.1,edge,0.0040,1000,0.4398
2.1,edge,0.0040,1300,0.4415
2.1,edge,0.0040,1600,0.4305
2.1,edge,0.0040,1900,0.4379
2.1,edge,0.0040,2100,0.4406
2.1,edge,0.0040,2400,0.4401
2.1,edge,0.0040,2700,0.4457
2.1,edge,0.0040,3000,0.4425
2.1,pixel,0.0000,100,0.5509
2.1,pixel,0.0000,400,0.7153
2.1,pixel,0.0000,700,0.7279
2.1,pixel,0.0000,1000,0.7146
2.1,pixel,0.0000,1300,0.7229
2.1,pixel,0.0000,1600,0.7338
2.1,pixel,0.0000,1900,0.7163
2.1,pixel,0.0000,2100,0.7164
2.1,pixel,0.0000,2400,0.7244
2.1,pixel,0.0000,2700,0.7159
2.1,pixel,0.0000,3000,0.6857
2.1,pixel,0.0100,100,0.5561
2.1,pixel,0.0100,400,0.6837
2.1,pixel,0.0100,700,0.7042
2.1,pixel,0.0100,1000,0.6966
2.1,pixel,0.0100,1300,0.6973
2.1,pixel,0.0100,1600,0.6935
2.1,pixel,0.0100,1900,0.7045
2.1,pixel,0.0100,2100,0.7083
2.1,pixel,0.0100,2400,0.6973
2.1,pixel,0.0100,2700,0.6974
2.1,pixel,0.0100,3000,0.6988
2.1,pixel,0.0200,100,0.5582
2.1,pixel,0.0200,400,0.6512
2.1,pixel,0.0200,700,0.6679
2.1,pixel,0.0200,1000,0.6691
2.1,pixel,0.0200,1300,0.6780
2.1,pixel,0.0200,1600,0.6722
2.1,pixel,0.0200,1900,0.6755
2.1,pixel,0.0200,2100,0.6852
2.1,pixel,0.0200,2400,0.6766
2.1,pixel,0.0200,2700,0.6784
2.1,pixel,0.0200,3000,0.6812
2.1,pixel,0.0300,100,0.5140
2.1,pixel,0.0300,400,0.6515
2.1,pixel,0.0300,700,0.6477
2.1,pixel,0.0300,1000,0.6781
2.1,pixel,0.0300,1300,0.6622
2.1,pixel,0.0300,1600,0.6620
2.1,pixel,0.0300,1900,0.6712
2.1,pixel,0.0300,2100,0.6537
2.1,pixel,0.0300,2400,0.6638
2.1,pixel,0.0300,2700,0.6553
2.1,pixel,0.0300,3000,0.6595
2.1,pixel,0.0400,100,0.4945
2.1,pixel,0.0400,400,0.6289
2.1,pixel,0.0400,700,0.6400
2.1,pixel,0.0400,1000,0.6433
2.1,pixel,0.0400,1300,0.6351
2.1,pixel,0.0400,1600,0.6443
2.1,pixel,0.0400,1900,0.6331
2.1,pixel,0.0400,2100,0.6430
2.1,pixel,0.0400,2400,0.6400
2.1,pixel,0.0400,2700,0.6401
2.1,pixel,0.0400,3000,0.6501
2.1,pixel,0.0500,100,0.4870
2.1,pixel,0.0500,400,0.6278
2.1,pixel,0.0500,700,0.6272
2.1,pixel,0.0500,1000,0.6260
2.1,pixel,0.0500,1300,0.6384
2.1,pixel,0.0500,1600,0.6251
2.1,pixel,0.0500,1900,0.6457
2.1,pixel,0.0500,2100,0.6274
2.1,pixel,0.0500,2400,0.6374
2.1,pixel,0.0500,2700,0.6357
2.1,pixel,0.0500,3000,0.6376
2.1,pixel,0.0600,100,0.4562
2.1,pixel,0.0600,400,0.5927
2.1,pixel,0.0600,700,0.5942
2.1,pixel,0.0600,1000,0.6101
2.1,pixel,0.0600,1300,0.6171
2.1,pixel,0.0600,1600,0.6102
2.1,pixel,0.0600,1900,0.6310
2.1,pixel,0.0600,2100,0.6133
2.1,pixel,0.0600,2400,0.6065
2.1,pixel,0.0600,2700,0.6122
2.1,pixel,0.0600,3000,0.6121
2.1,pixel,0.0700,100,0.4488
2.1,pixel,0.0700,400,0.5781
2.1,pixel,0.0700,700,0.5950
2.1,pixel,0.0700,1000,0.6053
2.1,pixel,0.0700,1300,0.6081
2.1,pixel,0.0700,1600,0.6096
2.1,pixel,0.0700,1900,0.6167
2.1,pixel,0.0700,2100,0.6010
2.1,pixel,0.0700,2400,0.6055
2.1,pixel,0.0700,2700,0.6073
2.1,pixel,0.0700,3000,0.6102
2.1,pixel,0.0800,100,0.4150
2.1,pixel,0.0800,400,0.5700
2.1,pixel,0.0800,700,0.5703
2.1,pixel,0.0800,1000,0.5726
2.1,pixel,0.0800,1300,0.5826
2.1,pixel,0.0800,1600,0.5775
2.1,pixel,0.0800,1900,0.5800
2.1,pixel,0.0800,2100,0.5770
2.1,pixel,0.0800,2400,0.5650
2.1,pixel,0.0800,2700,0.5916
2.1,pixel,0.0800,3000,0.5805
2.1,pixel,0.0900,100,0.3795
2.1,pixel,0.0900,400,0.5324
2.1,pixel,0.0900,700,0.5494
2.1,pixel,0.0900,1000,0.5432
2.1,pixel,0.0900,1300,0.5499
2.1,pixel,0.0900,1600,0.5520
2.1,pixel,0.0900,1900,0.5505
2.1,pixel,0.0900,2100,0.5484
2.1,pixel,0.0900,2400,0.5466
2.1,pixel,0.0900,2700,0.5594
2.1,pixel,0.0900,3000,0.5540
2.1,pixel,0.1000,100,0.2168
2.1,pixel,0.1000,400,0.4617
2.1,pixel,0.1000,700,0.5407
2.1,pixel,0.1000,1000,0.5049
2.1,pixel,0.1000,1300,0.4969
2.1,pixel,0.1000,1600,0.4941
2.1,pixel,0.1000,1900,0.5209
2.1,pixel,0.1000,2100,0.5154
2.1,pixel,0.1000,2400,0.5269
2.1,pixel,0.1000,2700,0.5156
2.1,pixel,0.1000,3000,0.4943
2.4,area,0.0000,100,0.7918
2.4,area,0.0000,400,0.8304
2.4,area,0.0000,700,0.8263
2.4,area,0.0000,1000,0.8311
2.4,area,0.0000,1300,0.8237
2.4,area,0.0000,1600,0.8273
2.4,area,0.0000,1900,0.8271
2.4,area,0.0000,2100,0.8243
2.4,area,0.0000,2400,0.8269
2.4,area,0.0000,2700,0.8260
2.4,area,0.0000,3000,0.8244
2.4,area,0.0100,100,0.6978
2.4,area,0.0100,400,0.7605
2.4,area,0.0100,700,0.7668
2.4,area,0.0100,1000,0.7554
2.4,area,0.0100,1300,0.7522
2.4,area,0.0100,1600,0.7527
2.4,area,0.0100,1900,0.7619
2.4,area,0.0100,2100,0.7664
2.4,area,0.0100,2400,0.7583
2.4,area,0.0100,2700,0.7527
2.4,area,0.0100,3000,0.7620
2.4,area,0.0200,100,0.6678
2.4,area,0.0200,400,0.7198
2.4,area,0.0200,700,0.7292
2.4,area,0.0200,1000,0.7185
2.4,area,0.0200,1300,0.7203
2.4,area,0.0200,1600,0.7258
2.4,area,0.0200,1900,0.7358
2.4,area,0.0200,2100,0.7193
2.4,area,0.0200,2400,0.7270
2.4,area,0.0200,2700,0.7389
2.4,area,0.0200,3000,0.7359
2.4,area,0.0300,100,0.6115
2.4,area,0.0300,400,0.6797
2.4,area,0.0300,700,0.6788
2.4,area,0.0300,1000,0.6906
2.4,area,0.0300,1300,0.6807
2.4,area,0.0300,1600,0.6802
2.4,area,0.0300,1900,0.6868
2.4,area,0.0300,2100,0.6876
2.4,area,0.0300,2400,0.7052
2.4,area,0.0300,2700,0.6921
2.4,area,0.0300,3000,0.7042
2.4,area,0.0400,100,0.5879
2.4,area,0.0400,400,0.6406
2.4,area,0.0400,700,0.6651
2.4,area,0.0400,1000,0.6531
2.4,area,0.0400,1300,0.6633
2.4,area,0.0400,1600,0.6624
2.4,area,0.0400,1900,0.6556
2.4,area,0.0400,2100,0.6505
2.4,area,0.0400,2400,0.6540
2.4,area,0.0400,2700,0.6488
2.4,area,0.0400,3000,0.6497
2.4,area,0.0500,100,0.5247
2.4,area,0.0500,400,0.6293
2.4,area,0.0500,700,0.6595
2.4,area,0.0500,1000,0.6466
2.4,area,0.0500,1300,0.6453
2.4,area,0.0500,1600,0.6480
2.4,area,0.0500,1900,0.6405
2.4,area,0.0500,2100,0.6438
2.4,area,0.0500,2400,0.6462
2.4,area,0.0500,2700,0.6515
2.4,area,0.0500,3000,0.6441
2.4,area,0.0600,100,0.4303
2.4,area,0.0600,400,0.5550
2.4,area,0.0600,700,0.5710
2.4,area,0.0600,1000,0.5703
2.4,area,0.0600,1300,0.5759
2.4,area,0.0600,1600,0.5745
2.4,area,0.0600,1900,0.5678
2.4,area,0.0600,2100,0.5673
2.4,area,0.0600,2400,0.5693
2.4,area,0.0600,2700,0.5677
2.4,area,0.0600,3000,0.5703
2.4,area,0.0700,100,0.3676
2.4,area,0.0700,400,0.5128
2.4,area,0.0700,700,0.5250
2.4,area,0.0700,1000,0.5382
2.4,area,0.0700,1300,0.5423
2.4,area,0.0700,1600,0.5392
2.4,area,0.0700,1900,0.5431
2.4,area,0.0700,2100,0.5439
2.4,area,0.0700,2400,0.5353
2.4,area,0.0700,2700,0.5464
2.4,area,0.0700,3000,0.5291
2.4,area,0.0800,100,0.2755
2.4,area,0.0800,400,0.4600
2.4,area,0.0800,700,0.4711
2.4,area,0.0800,1000,0.4769
2.4,area,0.0800,1300,0.4810
2.4,area,0.0800,1600,0.4782
2.4,area,0.0800,1900,0.4855
2.4,area,0.0800,2100,0.4810
2.4,area,0.0800,2400,0.4768
2.4,area,0.0800,2700,0.4845
2.4,area,0.0800,3000,0.4853
2.4,area,0.0900,100,0.3046
2.4,area,0.0900,400,0.4909
2.4,area,0.0900,700,0.4976
2.4,area,0.0900,1000,0.5154
2.4,area,0.0900,1300,0.5093
2.4,area,0.0900,1600,0.5220
2.4,area,0.0900,1900,0.5108
2.4,area,0.0900,2100,0.5056
2.4,area,0.0900,2400,0.5069
2.4,area,0.0900,2700,0.5109
2.4,area,0.0900,3000,0.5073
2.4,area,0.1000,100,0.2378
2.4,area,0.1000,400,0.4082
2.4,area,0.1000,700,0.4128
2.4,area,0.1000,1000,0.4204
2.4,area,0.1000,1300,0.4222
2.4,area,0.1000,1600,0.4097
2.4,area,0.1000,1900,0.4106
2.4,area,0.1000,2100,0.4106
2.4,area,0.1000,2400,0.4191
2.4,area,0.1000,2700,0.4209
2.4,area,0.1000,3000,0.4234
2.4,edge,0.0000,100,0.7725
2.4,edge,0.0000,400,0.8373
2.4,edge,0.0000,700,0.8229
2.4,edge,0.0000,1000,0.8204
2.4,edge,0.0000,1300,0.8286
2.4,edge,0.0000,1600,0.8206
2.4,edge,0.0000,1900,0.8291
2.4,edge,0.0000,2100,0.8289
2.4,edge,0.0000,2400,0.8204
2.4,edge,0.0000,2700,0.8221
2.4,edge,0.0000,3000,0.8213
2.4,edge,0.0004,100,0.7730
2.4,edge,0.0004,400,0.8170
2.4,edge,0.0004,700,0.8236
2.4,edge,0.0004,1000,0.8226
2.4,edge,0.0004,1300,0.8162
2.4,edge,0.0004,1600,0.8249
2.4,edge,0.0004,1900,0.8245
2.4,edge,0.0004,2100,0.8243
2.4,edge,0.0004,2400,0.8259
2.4,edge,0.0004,2700,0.8211
2.4,edge,0.0004,3000,0.8209
2.4,edge,0.0008,100,0.7799
2.4,edge,0.0008,400,0.8182
2.4,edge,0.0008,700,0.8197
2.4,edge,0.0008,1000,0.8274
2.4,edge,0.0008,1300,0.8257
2.4,edge,0.0008,1600,0.8146
2.4,edge,0.0008,1900,0.8194
2.4,edge,0.0008,2100,0.8221
2.4,edge,0.0008,2400,0.8190
2.4,edge,0.0008,2700,0.8210
2.4,edge,0.0008,3000,0.8199
2.4,edge,0.0012,100,0.7229
2.4,edge,0.0012,400,0.7976
2.4,edge,0.0012,700,0.8028
2.4,edge,0.0012,1000,0.7978
2.4,edge,0.0012,1300,0.7980
2.4,edge,0.0012,1600,0.8008
2.4,edge,0.0012,1900,0.7923
2.4,edge,0.0012,2100,0.8008
2.4,edge,0.0012,2400,0.8006
2.4,edge,0.0012,2700,0.7948
2.4,edge,0.0012,3000,0.7961
2.4,edge,0.0016,100,0.6770
2.4,edge,0.0016,400,0.7574
2.4,edge,0.0016,700,0.7601
2.4,edge,0.0016,1000,0.7596
2.4,edge,0.0016,1300,0.7652
2.4,edge,0.0016,1600,0.7630
2.4,edge,0.0016,1900,0.7642
2.4,edge,0.0016,2100,0.7635
2.4,edge,0.0016,2400,0.7643
2.4,edge,0.0016,2700,0.7624
2.4,edge,0.0016,3000,0.7599
2.4,edge,0.0020,100,0.6446
2.4,edge,0.0020,400,0.7110
2.4,edge,0.0020,700,0.7158
2.4,edge,0.0020,1000,0.7207
2.4,edge,0.0020,1300,0.7272
2.4,edge,0.0020,1600,0.7121
2.4,edge,0.0020,1900,0.7147
2.4,edge,0.0020,2100,0.7246
2.4,edge,0.0020,2400,0.7094
2.4,edge,0.0020,2700,0.7162
2.4,edge,0.0020,3000,0.7058
2.4,edge,0.0024,100,0.5941
2.4,edge,0.0024,400,0.6743
2.4,edge,0.0024,700,0.6686
2.4,edge,0.0024,1000,0.6710
2.4,edge,0.0024,1300,0.6734
2.4,edge,0.0024,1600,0.6687
2.4,edge,0.0024,1900,0.6777
2.4,edge,0.0024,2100,0.6692
2.4,edge,0.0024,2400,0.6709
2.4,edge,0.0024,2700,0.6719
2.4,edge,0.0024,3000,0.6915
2.4,edge,0.0028,100,0.5692
2.4,edge,0.0028,400,0.5888
2.4,edge,0.0028,700,0.6508
2.4,edge,0.0028,1000,0.6533
2.4,edge,0.0028,1300,0.6194
2.4,edge,0.0028,1600,0.6619
2.4,edge,0.0028,1900,0.6538
2.4,edge,0.0028,2100,0.6548
2.4,edge,0.0028,2400,0.6545
2.4,edge,0.0028,2700,0.6225
2.4,edge,0.0028,3000,0.6573
2.4,edge,0.0032,100,0.4743
2.4,edge,0.0032,400,0.5895
2.4,edge,0.0032,700,0.5968
2.4,edge,0.0032,1000,0.5957
2.4,edge,0.0032,1300,0.5946
2.4,edge,0.0032,1600,0.6029
2.4,edge,0.0032,1900,0.6008
2.4,edge,0.0032,2100,0.5988
2.4,edge,0.0032,2400,0.5982
2.4,edge,0.0032,2700,0.5977
2.4,edge,0.0032,3000,0.6068
2.4,edge,0.0036,100,0.4575
2.4,edge,0.0036,400,0.4977
2.4,edge,0.0036,700,0.5236
2.4,edge,0.0036,1000,0.5243
2.4,edge,0.0036,1300,0.5023
2.4,edge,0.0036,1600,0.5212
2.4,edge,0.0036,1900,0.5299
2.4,edge,0.0036,2100,0.5196
2.4,edge,0.0036,2400,0.5280
2.4,edge,0.0036,2700,0.5046
2.4,edge,0.0036,3000,0.5284
2.4,edge,0.0040,100,0.2763
2.4,edge,0.0040,400,0.4023
2.4,edge,0.0040,700,0.4387
2.4,edge,0.0040,1000,0.4404
2.4,edge,0.0040,1300,0.4450
2.4,edge,0.0040,1600,0.4359
2.4,edge,0.0040,1900,0.4444
2.4,edge,0.0040,2100,0.4459
2.4,edge,0.0040,2400,0.4462
2.4,edge,0.0040,2700,0.4442
2.4,edge,0.0040,3000,0.4464
2.4,pixel,0.0000,100,0.7937
2.4,pixel,0.0000,400,0.8225
2.4,pixel,0.0000,700,0.8275
2.4,pixel,0.0000,1000,0.8257
2.4,pixel,0.0000,1300,0.8229
2.4,pixel,0.0000,1600,0.8236
2.4,pixel,0.0000,1900,0.8257
2.4,pixel,0.0000,2100,0.8243
2.4,pixel,0.0000,2400,0.8264
2.4,pixel,0.0000,2700,0.8270
2.4,pixel,0.0000,3000,0.8265
2.4,pixel,0.0100,100,0.7481
2.4,pixel,0.0100,400,0.8063
2.4,pixel,0.0100,700,0.8019
2.4,pixel,0.0100,1000,0.8059
2.4,pixel,0.0100,1300,0.8080
2.4,pixel,0.0100,1600,0.8075
2.4,pixel,0.0100,1900,0.8089
2.4,pixel,0.0100,2100,0.8045
2.4,pixel,0.0100,2400,0.8079
2.4,pixel,0.0100,2700,0.8080
2.4,pixel,0.0100,3000,0.8092
2.4,pixel,0.0200,100,0.7311
2.4,pixel,0.0200,400,0.7747
2.4,pixel,0.0200,700,0.7840
2.4,pixel,0.0200,1000,0.7746
2.4,pixel,0.0200,1300,0.7850
2.4,pixel,0.0200,1600,0.7746
2.4,pixel,0.0200,1900,0.7824
2.4,pixel,0.0200,2100,0.7734
2.4,pixel,0.0200,2400,0.7804
2.4,pixel,0.0200,2700,0.7773
2.4,pixel,0.0200,3000,0.7780
2.4,pixel,0.0300,100,0.6876
2.4,pixel,0.0300,400,0.7649
2.4,pixel,0.0300,700,0.7605
2.4,pixel,0.0300,1000,0.7562
2.4,pixel,0.0300,1300,0.7559
2.4,pixel,0.0300,1600,0.7566
2.4,pixel,0.0300,1900,0.7557
2.4,pixel,0.0300,2100,0.7514
2.4,pixel,0.0300,2400,0.7557
2.4,pixel,0.0300,2700,0.7528
2.4,pixel,0.0300,3000,0.7574
2.4,pixel,0.0400,100,0.6589
2.4,pixel,0.0400,400,0.7263
2.4,pixel,0.0400,700,0.7468
2.4,pixel,0.0400,1000,0.7300
2.4,pixel,0.0400,1300,0.7345
2.4,pixel,0.0400,1600,0.7394
2.4,pixel,0.0400,1900,0.7370
2.4,pixel,0.0400,2100,0.7404
2.4,pixel,0.0400,2400,0.7393
2.4,pixel,0.0400,2700,0.7427
2.4,pixel,0.0400,3000,0.7370
2.4,pixel,0.0500,100,0.6418
2.4,pixel,0.0500,400,0.6834
2.4,pixel,0.0500,700,0.6970
2.4,pixel,0.0500,1000,0.7097
2.4,pixel,0.0500,1300,0.7044
2.4,pixel,0.0500,1600,0.7102
2.4,pixel,0.0500,1900,0.7139
2.4,pixel,0.0500,2100,0.7088
2.4,pixel,0.0500,2400,0.7148
2.4,pixel,0.0500,2700,0.7143
2.4,pixel,0.0500,3000,0.7060
2.4,pixel,0.0600,100,0.5567
2.4,pixel,0.0600,400,0.6545
2.4,pixel,0.0600,700,0.6611
2.4,pixel,0.0600,1000,0.6651
2.4,pixel,0.0600,1300,0.6691
2.4,pixel,0.0600,1600,0.6618
2.4,pixel,0.0600,1900,0.6661
2.4,pixel,0.0600,2100,0.6702
2.4,pixel,0.0600,2400,0.6650
2.4,pixel,0.0600,2700,0.6702
2.4,pixel,0.0600,3000,0.6691
2.4,pixel,0.0700,100,0.5000
2.4,pixel,0.0700,400,0.6133
2.4,pixel,0.0700,700,0.6251
2.4,pixel,0.0700,1000,0.6228
2.4,pixel,0.0700,1300,0.6347
2.4,pixel,0.0700,1600,0.6278
2.4,pixel,0.0700,1900,0.6348
2.4,pixel,0.0700,2100,0.6323
2.4,pixel,0.0700,2400,0.6358
2.4,pixel,0.0700,2700,0.6385
2.4,pixel,0.0700,3000,0.6367
2.4,pixel,0.0800,100,0.4393
2.4,pixel,0.0800,400,0.5711
2.4,pixel,0.0800,700,0.5862
2.4,pixel,0.0800,1000,0.5863
2.4,pixel,0.0800,1300,0.5905
