Frequency,Filter,Threshold,Frame Bitrate,FPS,Start Time,End Time,Avg Energy
1.5,edge,0.000000,100,29.000,0.026,18.973,5.276923684210527
1.5,edge,0.000000,400,29.000,28.975,48.056,5.3162881578947365
1.5,edge,0.000000,700,29.000,58.057,77.162,5.221067105263158
1.5,edge,0.000000,1000,29.000,87.164,106.125,5.267422666666665
1.5,edge,0.000000,1300,29.000,116.127,135.116,5.182994736842106
1.5,edge,0.000000,1600,29.000,145.118,164.074,5.289957333333332
1.5,edge,0.000000,1900,29.000,174.075,193.046,5.225015789473685
1.5,edge,0.000000,2100,29.000,203.048,222.020,5.236603999999999
1.5,edge,0.000000,2400,29.000,232.022,250.955,5.235522368421052
1.5,edge,0.000000,2700,29.000,260.957,280.064,5.265814473684212
1.5,edge,0.000000,3000,29.000,290.065,309.104,5.187613157894738
1.5,edge,0.000400,100,29.000,319.107,338.136,5.256121333333333
1.5,edge,0.000400,400,29.000,348.139,367.078,5.243709333333336
1.5,edge,0.000400,700,29.000,377.081,396.079,5.269715789473684
1.5,edge,0.000400,1000,29.000,406.081,425.260,5.240052631578949
1.5,edge,0.000400,1300,29.000,435.261,454.272,5.253782894736841
1.5,edge,0.000400,1600,29.000,464.274,483.194,5.271097333333334
1.5,edge,0.000400,1900,29.000,493.195,512.152,5.2217693333333335
1.5,edge,0.000400,2100,29.000,522.154,541.131,5.237037333333333
1.5,edge,0.000400,2400,29.000,551.132,570.136,5.254939473684211
1.5,edge,0.000400,2700,29.000,580.138,599.156,5.210527631578947
1.5,edge,0.000400,3000,29.000,609.158,628.254,5.192067532467531
1.5,edge,0.000800,100,29.000,638.257,657.149,5.225669333333334
1.5,edge,0.000800,400,29.000,667.150,686.118,5.287477333333332
1.5,edge,0.000800,700,29.000,696.120,715.128,5.177335526315789
1.5,edge,0.000800,1000,29.000,725.129,744.119,5.25193947368421
1.5,edge,0.000800,1300,29.000,754.162,773.189,5.209323999999999
1.5,edge,0.000800,1600,29.000,783.191,802.307,5.243333766233767
1.5,edge,0.000800,1900,29.000,812.310,831.302,5.185249333333335
1.5,edge,0.000800,2100,29.000,841.303,860.292,5.197552631578949
1.5,edge,0.000800,2400,29.000,870.294,889.427,5.280090789473687
1.5,edge,0.000800,2700,29.000,899.429,918.497,5.1663986842105265
1.5,edge,0.000800,3000,29.000,928.500,947.520,5.267311842105263
1.5,edge,0.001200,100,29.000,957.523,976.589,5.231515789473686
1.5,edge,0.001200,400,29.000,986.591,1005.520,5.2019346666666655
1.5,edge,0.001200,700,29.000,1015.521,1034.494,5.225586842105264
1.5,edge,0.001200,1000,29.000,1044.496,1063.491,5.200565333333332
1.5,edge,0.001200,1300,29.000,1073.492,1092.521,5.224146052631578
1.5,edge,0.001200,1600,29.000,1102.522,1121.486,5.155129333333335
1.5,edge,0.001200,1900,29.000,1131.488,1150.407,5.235952631578947
1.5,edge,0.001200,2100,29.000,1160.409,1179.483,5.169167105263158
1.5,edge,0.001200,2400,29.000,1189.485,1208.446,5.186329333333333
1.5,edge,0.001200,2700,29.000,1218.449,1237.339,5.152759210526317
1.5,edge,0.001200,3000,29.000,1247.341,1266.310,5.242238666666666
1.5,edge,0.001600,100,29.000,1276.313,1295.191,5.187101333333334
1.5,edge,0.001600,400,29.000,1305.193,1324.112,5.188261333333336
1.5,edge,0.001600,700,29.000,1334.114,1353.034,5.098092000000003
1.5,edge,0.001600,1000,29.000,1363.036,1382.082,5.222189473684211
1.5,edge,0.001600,1300,29.000,1392.084,1410.987,5.109594666666666
1.5,edge,0.001600,1600,29.000,1420.988,1439.937,5.138729333333333
1.5,edge,0.001600,1900,29.000,1449.939,1468.843,5.08047894736842
1.5,edge,0.001600,2100,29.000,1478.845,1497.842,5.183388000000001
1.5,edge,0.001600,2400,29.000,1507.844,1526.756,5.0295407894736845
1.5,edge,0.001600,2700,29.000,1536.757,1555.750,5.209010666666666
1.5,edge,0.001600,3000,29.000,1565.752,1584.720,5.115972368421053
1.5,edge,0.002000,100,29.000,1594.723,1613.673,5.097925333333333
1.5,edge,0.002000,400,29.000,1623.675,1642.524,5.165246666666666
1.5,edge,0.002000,700,29.000,1652.525,1671.448,5.1169986666666665
1.5,edge,0.002000,1000,29.000,1681.449,1700.376,5.166424000000002
1.5,edge,0.002000,1300,29.000,1710.377,1729.283,5.05701842105263
1.5,edge,0.002000,1600,29.000,1739.327,1758.300,5.086973333333334
1.5,edge,0.002000,1900,29.000,1768.302,1787.264,5.126794736842105
1.5,edge,0.002000,2100,29.000,1797.266,1816.224,5.064301315789474
1.5,edge,0.002000,2400,29.000,1826.226,1845.167,5.091152
1.5,edge,0.002000,2700,29.000,1855.169,1874.109,5.06994210526316
1.5,edge,0.002000,3000,29.000,1884.110,1903.019,5.071279999999999
1.5,edge,0.002400,100,29.000,1913.021,1931.870,5.077439999999998
1.5,edge,0.002400,400,29.000,1941.872,1960.855,5.174435526315788
1.5,edge,0.002400,700,29.000,1970.857,1989.759,5.067380000000001
1.5,edge,0.002400,1000,29.000,1999.760,2018.703,5.073932894736844
1.5,edge,0.002400,1300,29.000,2028.706,2047.635,5.073261333333337
1.5,edge,0.002400,1600,29.000,2057.637,2076.627,5.074772368421052
1.5,edge,0.002400,1900,29.000,2086.629,2105.527,5.111277333333334
1.5,edge,0.002400,2100,29.000,2115.528,2134.458,5.006586842105264
1.5,edge,0.002400,2400,29.000,2144.460,2163.361,5.115308000000003
1.5,edge,0.002400,2700,29.000,2173.363,2192.367,5.034486842105262
1.5,edge,0.002400,3000,29.000,2202.369,2221.372,5.10319605263158
1.5,edge,0.002800,100,29.000,2231.374,2250.380,5.0715493333333335
1.5,edge,0.002800,400,29.000,2260.382,2279.236,5.085586842105265
1.5,edge,0.002800,700,29.000,2289.238,2308.216,5.021002666666666
1.5,edge,0.002800,1000,29.000,2318.217,2337.089,5.039932894736844
1.5,edge,0.002800,1300,29.000,2347.091,2366.026,5.040526315789473
1.5,edge,0.002800,1600,29.000,2376.028,2394.935,5.035942666666671
1.5,edge,0.002800,1900,29.000,2404.937,2423.913,5.0678697368421055
1.5,edge,0.002800,2100,29.000,2433.915,2452.826,5.049459999999998
1.5,edge,0.002800,2400,29.000,2462.827,2481.751,5.014335526315789
1.5,edge,0.002800,2700,29.000,2491.753,2510.672,5.020706666666667
1.5,edge,0.002800,3000,29.000,2520.674,2539.617,5.051428947368422
1.5,edge,0.003200,100,29.000,2549.619,2568.528,5.018321333333333
1.5,edge,0.003200,400,29.000,2578.529,2597.424,5.018932000000002
1.5,edge,0.003200,700,29.000,2607.426,2626.283,4.9689359999999985
1.5,edge,0.003200,1000,29.000,2636.284,2655.173,4.999134210526315
1.5,edge,0.003200,1300,29.000,2665.174,2683.984,5.018964000000001
1.5,edge,0.003200,1600,29.000,2693.985,2712.906,5.02899466666667
1.5,edge,0.003200,1900,29.000,2722.907,2741.844,4.971055263157896
1.5,edge,0.003200,2100,29.000,2751.846,2770.760,5.053785333333334
1.5,edge,0.003200,2400,29.000,2780.763,2799.652,4.981554666666669
1.5,edge,0.003200,2700,29.000,2809.653,2828.533,4.982603999999999
1.5,edge,0.003200,3000,29.000,2838.535,2857.421,5.06815
1.5,edge,0.003600,100,29.000,2867.424,2886.287,4.958687999999999
1.5,edge,0.003600,400,29.000,2896.288,2915.179,4.943637333333333
1.5,edge,0.003600,700,29.000,2925.180,2944.012,4.959434666666666
1.5,edge,0.003600,1000,29.000,2954.013,2972.973,4.989222368421054
1.5,edge,0.003600,1300,29.000,2982.975,3001.864,5.015965333333335
1.5,edge,0.003600,1600,29.000,3011.866,3030.688,4.883369333333333
1.5,edge,0.003600,1900,29.000,3040.690,3059.612,4.9789289473684235
1.5,edge,0.003600,2100,29.000,3069.614,3088.503,4.951200000000002
1.5,edge,0.003600,2400,29.000,3098.505,3117.490,5.040915789473684
1.5,edge,0.003600,2700,29.000,3127.492,3146.434,4.979600000000001
1.5,edge,0.003600,3000,29.000,3156.436,3175.362,4.939066666666668
1.5,edge,0.004000,100,29.000,3185.364,3204.238,4.915273684210526
1.5,edge,0.004000,400,29.000,3214.239,3233.202,4.916101333333334
1.5,edge,0.004000,700,29.000,3243.203,3262.128,4.8964513157894745
1.5,edge,0.004000,1000,29.000,3272.130,3291.094,4.943877333333334
1.5,edge,0.004000,1300,29.000,3301.096,3320.024,4.8928644736842095
1.5,edge,0.004000,1600,29.000,3330.026,3348.990,4.942168000000001
1.5,edge,0.004000,1900,29.000,3358.992,3377.837,4.896043421052632
1.5,edge,0.004000,2100,29.000,3387.838,3406.785,4.896480000000002
1.5,edge,0.004000,2400,29.000,3416.787,3435.699,4.9553223684210534
1.5,edge,0.004000,2700,29.000,3445.701,3464.545,4.868880000000001
