Frequency,Filter,Threshold,Frame Bitrate,Average IoU
1.8,pixel,0.0900,1000,0.6176
1.8,pixel,0.0900,1300,0.6308
1.8,pixel,0.0900,1600,0.6240
1.8,pixel,0.0900,1900,0.6359
1.8,pixel,0.0900,2100,0.6377
1.8,pixel,0.0900,2400,0.6262
1.8,pixel,0.0900,2700,0.6347
1.8,pixel,0.0900,3000,0.6376
1.8,pixel,0.1000,100,0.3420
1.8,pixel,0.1000,400,0.5574
1.8,pixel,0.1000,700,0.5848
1.8,pixel,0.1000,1000,0.6062
1.8,pixel,0.1000,1300,0.6201
1.8,pixel,0.1000,1600,0.5942
1.8,pixel,0.1000,1900,0.5981
1.8,pixel,0.1000,2100,0.6072
1.8,pixel,0.1000,2400,0.6100
1.8,pixel,0.1000,2700,0.6156
1.8,pixel,0.1000,3000,0.5958
2.1,area,0.0000,100,0.8366
2.1,area,0.0000,400,0.8892
2.1,area,0.0000,700,0.8907
2.1,area,0.0000,1000,0.8964
2.1,area,0.0000,1300,0.8990
2.1,area,0.0000,1600,0.8988
2.1,area,0.0000,1900,0.8994
2.1,area,0.0000,2100,0.8992
2.1,area,0.0000,2400,0.9006
2.1,area,0.0000,2700,0.9003
2.1,area,0.0000,3000,0.9009
2.1,area,0.0100,100,0.7734
2.1,area,0.0100,400,0.8258
2.1,area,0.0100,700,0.8308
2.1,area,0.0100,1000,0.8475
2.1,area,0.0100,1300,0.8489
2.1,area,0.0100,1600,0.8509
2.1,area,0.0100,1900,0.8532
2.1,area,0.0100,2100,0.8525
2.1,area,0.0100,2400,0.8542
2.1,area,0.0100,2700,0.8529
2.1,area,0.0100,3000,0.8535
2.1,area,0.0200,100,0.6907
2.1,area,0.0200,400,0.7684
2.1,area,0.0200,700,0.8016
2.1,area,0.0200,1000,0.8091
2.1,area,0.0200,1300,0.8111
2.1,area,0.0200,1600,0.8081
2.1,area,0.0200,1900,0.8127
2.1,area,0.0200,2100,0.8104
2.1,area,0.0200,2400,0.8114
2.1,area,0.0200,2700,0.8114
2.1,area,0.0200,3000,0.8140
2.1,area,0.0300,100,0.6231
2.1,area,0.0300,400,0.7250
2.1,area,0.0300,700,0.7467
2.1,area,0.0300,1000,0.7575
2.1,area,0.0300,1300,0.7581
2.1,area,0.0300,1600,0.7635
2.1,area,0.0300,1900,0.7574
2.1,area,0.0300,2100,0.7621
2.1,area,0.0300,2400,0.7639
2.1,area,0.0300,2700,0.7613
2.1,area,0.0300,3000,0.7634
2.1,area,0.0400,100,0.5706
2.1,area,0.0400,400,0.6596
2.1,area,0.0400,700,0.6773
2.1,area,0.0400,1000,0.6936
2.1,area,0.0400,1300,0.6949
2.1,area,0.0400,1600,0.6994
2.1,area,0.0400,1900,0.7056
2.1,area,0.0400,2100,0.7070
2.1,area,0.0400,2400,0.7089
2.1,area,0.0400,2700,0.7065
2.1,area,0.0400,3000,0.7046
2.1,area,0.0500,100,0.4760
2.1,area,0.0500,400,0.6040
2.1,area,0.0500,700,0.6347
2.1,area,0.0500,1000,0.6451
2.1,area,0.0500,1300,0.6558
2.1,area,0.0500,1600,0.6551
2.1,area,0.0500,1900,0.6563
2.1,area,0.0500,2100,0.6751
2.1,area,0.0500,2400,0.6608
2.1,area,0.0500,2700,0.6497
2.1,area,0.0500,3000,0.6633
2.1,area,0.0600,100,0.4197
2.1,area,0.0600,400,0.5609
2.1,area,0.0600,700,0.6203
2.1,area,0.0600,1000,0.6514
2.1,area,0.0600,1300,0.6406
2.1,area,0.0600,1600,0.6508
2.1,area,0.0600,1900,0.6537
2.1,area,0.0600,2100,0.6326
2.1,area,0.0600,2400,0.6479
2.1,area,0.0600,2700,0.6545
2.1,area,0.0600,3000,0.6518
2.1,area,0.0700,100,0.3496
2.1,area,0.0700,400,0.5394
2.1,area,0.0700,700,0.5799
2.1,area,0.0700,1000,0.6049
2.1,area,0.0700,1300,0.6050
2.1,area,0.0700,1600,0.6147
2.1,area,0.0700,1900,0.6029
2.1,area,0.0700,2100,0.6083
2.1,area,0.0700,2400,0.6119
2.1,area,0.0700,2700,0.6167
2.1,area,0.0700,3000,0.6036
2.1,area,0.0800,100,0.3411
2.1,area,0.0800,400,0.4934
2.1,area,0.0800,700,0.5898
2.1,area,0.0800,1000,0.6160
2.1,area,0.0800,1300,0.6084
2.1,area,0.0800,1600,0.6158
2.1,area,0.0800,1900,0.6166
2.1,area,0.0800,2100,0.6180
2.1,area,0.0800,2400,0.6027
2.1,area,0.0800,2700,0.6136
2.1,area,0.0800,3000,0.6196
2.1,area,0.0900,100,0.2775
2.1,area,0.0900,400,0.4590
2.1,area,0.0900,700,0.5775
2.1,area,0.0900,1000,0.6002
2.1,area,0.0900,1300,0.5988
2.1,area,0.0900,1600,0.5845
2.1,area,0.0900,1900,0.5827
2.1,area,0.0900,2100,0.6056
2.1,area,0.0900,2400,0.5893
2.1,area,0.0900,2700,0.5951
2.1,area,0.0900,3000,0.5967
2.1,area,0.1000,100,0.2340
2.1,area,0.1000,400,0.4629
2.1,area,0.1000,700,0.5488
2.1,area,0.1000,1000,0.5601
2.1,area,0.1000,1300,0.5891
2.1,area,0.1000,1600,0.5865
2.1,area,0.1000,1900,0.5914
2.1,area,0.1000,2100,0.5929
2.1,area,0.1000,2400,0.5879
2.1,area,0.1000,2700,0.5782
2.1,area,0.1000,3000,0.6008
2.1,edge,0.0000,100,0.8513
2.1,edge,0.0000,400,0.8895
2.1,edge,0.0000,700,0.8962
2.1,edge,0.0000,1000,0.8995
2.1,edge,0.0000,1300,0.9008
2.1,edge,0.0000,1600,0.9012
2.1,edge,0.0000,1900,0.9022
2.1,edge,0.0000,2100,0.9024
2.1,edge,0.0000,2400,0.9026
2.1,edge,0.0000,2700,0.9019
2.1,edge,0.0000,3000,0.9027
2.1,edge,0.0004,100,0.8326
2.1,edge,0.0004,400,0.8844
2.1,edge,0.0004,700,0.8904
2.1,edge,0.0004,1000,0.8948
2.1,edge,0.0004,1300,0.8947
2.1,edge,0.0004,1600,0.8947
2.1,edge,0.0004,1900,0.8957
2.1,edge,0.0004,2100,0.8959
2.1,edge,0.0004,2400,0.8962
2.1,edge,0.0004,2700,0.8966
2.1,edge,0.0004,3000,0.8949
2.1,edge,0.0008,100,0.8338
2.1,edge,0.0008,400,0.8763
2.1,edge,0.0008,700,0.8802
2.1,edge,0.0008,1000,0.8887
2.1,edge,0.0008,1300,0.8855
2.1,edge,0.0008,1600,0.8887
2.1,edge,0.0008,1900,0.8905
2.1,edge,0.0008,2100,0.8909
2.1,edge,0.0008,2400,0.8904
2.1,edge,0.0008,2700,0.8900
2.1,edge,0.0008,3000,0.8912
2.1,edge,0.0012,100,0.7941
2.1,edge,0.0012,400,0.8699
2.1,edge,0.0012,700,0.8708
2.1,edge,0.0012,1000,0.8735
2.1,edge,0.0012,1300,0.8792
2.1,edge,0.0012,1600,0.8801
2.1,edge,0.0012,1900,0.8769
2.1,edge,0.0012,2100,0.8815
2.1,edge,0.0012,2400,0.8833
2.1,edge,0.0012,2700,0.8840
2.1,edge,0.0012,3000,0.8844
2.1,edge,0.0016,100,0.7935
2.1,edge,0.0016,400,0.8489
2.1,edge,0.0016,700,0.8563
2.1,edge,0.0016,1000,0.8612
2.1,edge,0.0016,1300,0.8661
2.1,edge,0.0016,1600,0.8660
2.1,edge,0.0016,1900,0.8660
2.1,edge,0.0016,2100,0.8700
2.1,edge,0.0016,2400,0.8646
2.1,edge,0.0016,2700,0.8660
2.1,edge,0.0016,3000,0.8672
2.1,edge,0.0020,100,0.7576
2.1,edge,0.0020,400,0.8144
2.1,edge,0.0020,700,0.8265
2.1,edge,0.0020,1000,0.8356
2.1,edge,0.0020,1300,0.8327
2.1,edge,0.0020,1600,0.8332
2.1,edge,0.0020,1900,0.8380
2.1,edge,0.0020,2100,0.8377
2.1,edge,0.0020,2400,0.8350
2.1,edge,0.0020,2700,0.8395
2.1,edge,0.0020,3000,0.8426
2.1,edge,0.0024,100,0.6777
2.1,edge,0.0024,400,0.7795
2.1,edge,0.0024,700,0.7990
2.1,edge,0.0024,1000,0.8049
2.1,edge,0.0024,1300,0.7995
2.1,edge,0.0024,1600,0.8073
2.1,edge,0.0024,1900,0.8081
2.1,edge,0.0024,2100,0.8088
2.1,edge,0.0024,2400,0.8097
2.1,edge,0.0024,2700,0.8110
2.1,edge,0.0024,3000,0.8101
2.1,edge,0.0028,100,0.6255
2.1,edge,0.0028,400,0.7594
2.1,edge,0.0028,700,0.7566
2.1,edge,0.0028,1000,0.7659
2.1,edge,0.0028,1300,0.7686
2.1,edge,0.0028,1600,0.7691
2.1,edge,0.0028,1900,0.7667
2.1,edge,0.0028,2100,0.7713
2.1,edge,0.0028,2400,0.7713
2.1,edge,0.0028,2700,0.7695
2.1,edge,0.0028,3000,0.7713
2.1,edge,0.0032,100,0.6207
2.1,edge,0.0032,400,0.7099
2.1,edge,0.0032,700,0.7168
2.1,edge,0.0032,1000,0.7236
2.1,edge,0.0032,1300,0.7275
2.1,edge,0.0032,1600,0.7240
2.1,edge,0.0032,1900,0.7380
2.1,edge,0.0032,2100,0.7248
2.1,edge,0.0032,2400,0.7323
2.1,edge,0.0032,2700,0.7273
2.1,edge,0.0032,3000,0.7253
2.1,edge,0.0036,100,0.6057
2.1,edge,0.0036,400,0.6883
2.1,edge,0.0036,700,0.6979
2.1,edge,0.0036,1000,0.7065
2.1,edge,0.0036,1300,0.6997
2.1,edge,0.0036,1600,0.7052
2.1,edge,0.0036,1900,0.7059
2.1,edge,0.0036,2100,0.7115
2.1,edge,0.0036,2400,0.7085
2.1,edge,0.0036,2700,0.7127
2.1,edge,0.0036,3000,0.7107
2.1,edge,0.0040,100,0.5807
2.1,edge,0.0040,400,0.6512
2.1,edge,0.0040,700,0.6717
2.1,edge,0.0040,1000,0.6885
2.1,edge,0.0040,1300,0.6835
2.1,edge,0.0040,1600,0.6803
2.1,edge,0.0040,1900,0.6881
2.1,edge,0.0040,2100,0.6908
2.1,edge,0.0040,2400,0.6908
2.1,edge,0.0040,2700,0.6855
2.1,edge,0.0040,3000,0.6867
2.1,pixel,0.0000,100,0.8402
2.1,pixel,0.0000,400,0.8897
2.1,pixel,0.0000,700,0.8984
2.1,pixel,0.0000,1000,0.9019
2.1,pixel,0.0000,1300,0.9020
2.1,pixel,0.0000,1600,0.9035
2.1,pixel,0.0000,1900,0.9045
2.1,pixel,0.0000,2100,0.9043
2.1,pixel,0.0000,2400,0.9054
2.1,pixel,0.0000,2700,0.9044
2.1,pixel,0.0000,3000,0.9043
2.1,pixel,0.0100,100,0.8086
2.1,pixel,0.0100,400,0.8580
2.1,pixel,0.0100,700,0.8661
2.1,pixel,0.0100,1000,0.8726
2.1,pixel,0.0100,1300,0.8757
2.1,pixel,0.0100,1600,0.8762
2.1,pixel,0.0100,1900,0.8767
2.1,pixel,0.0100,2100,0.8773
2.1,pixel,0.0100,2400,0.8782
2.1,pixel,0.0100,2700,0.8782
2.1,pixel,0.0100,3000,0.8767
2.1,pixel,0.0200,100,0.7650
2.1,pixel,0.0200,400,0.8363
2.1,pixel,0.0200,700,0.8517
2.1,pixel,0.0200,1000,0.8534
2.1,pixel,0.0200,1300,0.8569
2.1,pixel,0.0200,1600,0.8557
2.1,pixel,0.0200,1900,0.8571
2.1,pixel,0.0200,2100,0.8567
2.1,pixel,0.0200,2400,0.8577
2.1,pixel,0.0200,2700,0.8571
2.1,pixel,0.0200,3000,0.8586
2.1,pixel,0.0300,100,0.6926
2.1,pixel,0.0300,400,0.7960
2.1,pixel,0.0300,700,0.8188
2.1,pixel,0.0300,1000,0.8243
2.1,pixel,0.0300,1300,0.8236
2.1,pixel,0.0300,1600,0.8237
2.1,pixel,0.0300,1900,0.8238
2.1,pixel,0.0300,2100,0.8206
2.1,pixel,0.0300,2400,0.8247
2.1,pixel,0.0300,2700,0.8261
2.1,pixel,0.0300,3000,0.8289
2.1,pixel,0.0400,100,0.6872
2.1,pixel,0.0400,400,0.7490
2.1,pixel,0.0400,700,0.7688
2.1,pixel,0.0400,1000,0.7814
2.1,pixel,0.0400,1300,0.7809
2.1,pixel,0.0400,1600,0.7842
2.1,pixel,0.0400,1900,0.7818
2.1,pixel,0.0400,2100,0.7922
2.1,pixel,0.0400,2400,0.7911
2.1,pixel,0.0400,2700,0.7913
2.1,pixel,0.0400,3000,0.7891
2.1,pixel,0.0500,100,0.5989
2.1,pixel,0.0500,400,0.7028
2.1,pixel,0.0500,700,0.7254
2.1,pixel,0.0500,1000,0.7389
2.1,pixel,0.0500,1300,0.7452
2.1,pixel,0.0500,1600,0.7472
2.1,pixel,0.0500,1900,0.7443
2.1,pixel,0.0500,2100,0.7424
2.1,pixel,0.0500,2400,0.7465
2.1,pixel,0.0500,2700,0.7393
2.1,pixel,0.0500,3000,0.7490
2.1,pixel,0.0600,100,0.5388
2.1,pixel,0.0600,400,0.6777
2.1,pixel,0.0600,700,0.6940
2.1,pixel,0.0600,1000,0.7042
2.1,pixel,0.0600,1300,0.7001
2.1,pixel,0.0600,1600,0.7127
2.1,pixel,0.0600,1900,0.7013
2.1,pixel,0.0600,2100,0.7076
2.1,pixel,0.0600,2400,0.7089
2.1,pixel,0.0600,2700,0.7175
2.1,pixel,0.0600,3000,0.7060
2.1,pixel,0.0700,100,0.4815
2.1,pixel,0.0700,400,0.6178
2.1,pixel,0.0700,700,0.6583
2.1,pixel,0.0700,1000,0.6786
2.1,pixel,0.0700,1300,0.6777
2.1,pixel,0.0700,1600,0.6837
2.1,pixel,0.0700,1900,0.6888
2.1,pixel,0.0700,2100,0.6776
2.1,pixel,0.0700,2400,0.6841
2.1,pixel,0.0700,2700,0.6796
2.1,pixel,0.0700,3000,0.6791
2.1,pixel,0.0800,100,0.4568
2.1,pixel,0.0800,400,0.5571
2.1,pixel,0.0800,700,0.6360
2.1,pixel,0.0800,1000,0.6344
2.1,pixel,0.0800,1300,0.6363
2.1,pixel,0.0800,1600,0.6401
2.1,pixel,0.0800,1900,0.6370
2.1,pixel,0.0800,2100,0.6442
2.1,pixel,0.0800,2400,0.6425
2.1,pixel,0.0800,2700,0.6564
2.1,pixel,0.0800,3000,0.6535
2.1,pixel,0.0900,100,0.4131
2.1,pixel,0.0900,400,0.5626
2.1,pixel,0.0900,700,0.6142
2.1,pixel,0.0900,1000,0.6310
2.1,pixel,0.0900,1300,0.6190
2.1,pixel,0.0900,1600,0.6185
2.1,pixel,0.0900,1900,0.6324
2.1,pixel,0.0900,2100,0.6347
2.1,pixel,0.0900,2400,0.6328
2.1,pixel,0.0900,2700,0.6327
2.1,pixel,0.0900,3000,0.6329
2.1,pixel,0.1000,100,0.3350
2.1,pixel,0.1000,400,0.5337
2.1,pixel,0.1000,700,0.5674
2.1,pixel,0.1000,1000,0.5971
2.1,pixel,0.1000,1300,0.5962
2.1,pixel,0.1000,1600,0.6062
2.1,pixel,0.1000,1900,0.6065
2.1,pixel,0.1000,2100,0.6074
2.1,pixel,0.1000,2400,0.6088
2.1,pixel,0.1000,2700,0.6044
2.1,pixel,0.1000,3000,0.6066
2.4,area,0.0000,100,0.8246
2.4,area,0.0000,400,0.8897
2.4,area,0.0000,700,0.8923
2.4,area,0.0000,1000,0.8964
2.4,area,0.0000,1300,0.8961
2.4,area,0.0000,1600,0.9010
2.4,area,0.0000,1900,0.9006
2.4,area,0.0000,2100,0.9006
2.4,area,0.0000,2400,0.9014
2.4,area,0.0000,2700,0.8999
2.4,area,0.0000,3000,0.8989
2.4,area,0.0100,100,0.7609
2.4,area,0.0100,400,0.8335
2.4,area,0.0100,700,0.8443
2.4,area,0.0100,1000,0.8470
2.4,area,0.0100,1300,0.8508
2.4,area,0.0100,1600,0.8524
2.4,area,0.0100,1900,0.8519
2.4,area,0.0100,2100,0.8527
2.4,area,0.0100,2400,0.8537
2.4,area,0.0100,2700,0.8544
2.4,area,0.0100,3000,0.8554
2.4,area,0.0200,100,0.6883
2.4,area,0.0200,400,0.7731
2.4,area,0.0200,700,0.7982
2.4,area,0.0200,1000,0.8057
2.4,area,0.0200,1300,0.8092
2.4,area,0.0200,1600,0.8116
2.4,area,0.0200,1900,0.8093
2.4,area,0.0200,2100,0.8140
2.4,area,0.0200,2400,0.8116
2.4,area,0.0200,2700,0.8121
2.4,area,0.0200,3000,0.8140
2.4,area,0.0300,100,0.6403
2.4,area,0.0300,400,0.7223
2.4,area,0.0300,700,0.7526
2.4,area,0.0300,1000,0.7549
2.4,area,0.0300,1300,0.7527
2.4,area,0.0300,1600,0.7596
2.4,area,0.0300,1900,0.7578
2.4,area,0.0300,2100,0.7608
2.4,area,0.0300,2400,0.7652
2.4,area,0.0300,2700,0.7590
2.4,area,0.0300,3000,0.7628
2.4,area,0.0400,100,0.5460
2.4,area,0.0400,400,0.6521
2.4,area,0.0400,700,0.6919
2.4,area,0.0400,1000,0.6976
2.4,area,0.0400,1300,0.7053
2.4,area,0.0400,1600,0.6966
2.4,area,0.0400,1900,0.6991
2.4,area,0.0400,2100,0.7048
2.4,area,0.0400,2400,0.7087
2.4,area,0.0400,2700,0.7058
2.4,area,0.0400,3000,0.7104
2.4,area,0.0500,100,0.4675
2.4,area,0.0500,400,0.6198
2.4,area,0.0500,700,0.6452
2.4,area,0.0500,1000,0.6558
2.4,area,0.0500,1300,0.6629
2.4,area,0.0500,1600,0.6504
2.4,area,0.0500,1900,0.6505
2.4,area,0.0500,2100,0.6507
2.4,area,0.0500,2400,0.6675
2.4,area,0.0500,2700,0.6707
2.4,area,0.0500,3000,0.6539
2.4,area,0.0600,100,0.4054
2.4,area,0.0600,400,0.5461
2.4,area,0.0600,700,0.6239
2.4,area,0.0600,1000,0.6453
2.4,area,0.0600,1300,0.6306
2.4,area,0.0600,1600,0.6359
2.4,area,0.0600,1900,0.6282
2.4,area,0.0600,2100,0.6540
2.4,area,0.0600,2400,0.6604
2.4,area,0.0600,2700,0.6553
2.4,area,0.0600,3000,0.6460
2.4,area,0.0700,100,0.3459
2.4,area,0.0700,400,0.5064
2.4,area,0.0700,700,0.5919
2.4,area,0.0700,1000,0.6189
2.4,area,0.0700,1300,0.6180
2.4,area,0.0700,1600,0.6276
2.4,area,0.0700,1900,0.5995
2.4,area,0.0700,2100,0.6122
2.4,area,0.0700,2400,0.6102
2.4,area,0.0700,2700,0.6250
2.4,area,0.0700,3000,0.6128
2.4,area,0.0800,100,0.2692
2.4,area,0.0800,400,0.5203
2.4,area,0.0800,700,0.5982
2.4,area,0.0800,1000,0.6103
2.4,area,0.0800,1300,0.5965
2.4,area,0.0800,1600,0.6183
2.4,area,0.0800,1900,0.6114
2.4,area,0.0800,2100,0.6262
2.4,area,0.0800,2400,0.6178
2.4,area,0.0800,2700,0.6101
2.4,area,0.0800,3000,0.6073
2.4,area,0.0900,100,0.2448
2.4,area,0.0900,400,0.4957
2.4,area,0.0900,700,0.5822
2.4,area,0.0900,1000,0.6005
2.4,area,0.0900,1300,0.5904
2.4,area,0.0900,1600,0.6077
2.4,area,0.0900,1900,0.6149
2.4,area,0.0900,2100,0.6148
2.4,area,0.0900,2400,0.6011
2.4,area,0.0900,2700,0.6079
2.4,area,0.0900,3000,0.6099
2.4,area,0.1000,100,0.2446
2.4,area,0.1000,400,0.4549
2.4,area,0.1000,700,0.5599
2.4,area,0.1000,1000,0.5898
2.4,area,0.1000,1300,0.5883
2.4,area,0.1000,1600,0.5677
2.4,area,0.1000,1900,0.5847
2.4,area,0.1000,2100,0.5768
2.4,area,0.1000,2400,0.5817
2.4,area,0.1000,2700,0.5891
2.4,area,0.1000,3000,0.5941
2.4,edge,0.0000,100,0.8444
2.4,edge,0.0000,400,0.8913
2.4,edge,0.0000,700,0.8955
2.4,edge,0.0000,1000,0.9027
2.4,edge,0.0000,1300,0.9007
2.4,edge,0.0000,1600,0.9015
2.4,edge,0.0000,1900,0.9034
2.4,edge,0.0000,2100,0.9047
2.4,edge,0.0000,2400,0.9005
2.4,edge,0.0000,2700,0.9028
2.4,edge,0.0000,3000,0.9027
2.4,edge,0.0004,100,0.8328
2.4,edge,0.0004,400,0.8781
2.4,edge,0.0004,700,0.8916
2.4,edge,0.0004,1000,0.8956
2.4,edge,0.0004,1300,0.8962
2.4,edge,0.0004,1600,0.8949
2.4,edge,0.0004,1900,0.8952
2.4,edge,0.0004,2100,0.8943
2.4,edge,0.0004,2400,0.8962
2.4,edge,0.0004,2700,0.8978
2.4,edge,0.0004,3000,0.8962
2.4,edge,0.0008,100,0.8248
2.4,edge,0.0008,400,0.8743
2.4,edge,0.0008,700,0.8825
2.4,edge,0.0008,1000,0.8892
2.4,edge,0.0008,1300,0.8890
2.4,edge,0.0008,1600,0.8876
2.4,edge,0.0008,1900,0.8900
2.4,edge,0.0008,2100,0.8901
2.4,edge,0.0008,2400,0.8902
2.4,edge,0.0008,2700,0.8916
2.4,edge,0.0008,3000,0.8913
2.4,edge,0.0012,100,0.8106
2.4,edge,0.0012,400,0.8628
2.4,edge,0.0012,700,0.8767
2.4,edge,0.0012,1000,0.8810
2.4,edge,0.0012,1300,0.8839
2.4,edge,0.0012,1600,0.8816
2.4,edge,0.0012,1900,0.8812
2.4,edge,0.0012,2100,0.8829
2.4,edge,0.0012,2400,0.8827
2.4,edge,0.0012,2700,0.8839
2.4,edge,0.0012,3000,0.8841
2.4,edge,0.0016,100,0.7790
2.4,edge,0.0016,400,0.8547
2.4,edge,0.0016,700,0.8551
2.4,edge,0.0016,1000,0.8625
2.4,edge,0.0016,1300,0.8610
2.4,edge,0.0016,1600,0.8645
2.4,edge,0.0016,1900,0.8682
2.4,edge,0.0016,2100,0.8654
2.4,edge,0.0016,2400,0.8679
2.4,edge,0.0016,2700,0.8655
2.4,edge,0.0016,3000,0.8681
2.4,edge,0.0020,100,0.7525
2.4,edge,0.0020,400,0.8244
2.4,edge,0.0020,700,0.8270
2.4,edge,0.0020,1000,0.8359
2.4,edge,0.0020,1300,0.8301
2.4,edge,0.0020,1600,0.8368
2.4,edge,0.0020,1900,0.8363
2.4,edge,0.0020,2100,0.8349
2.4,edge,0.0020,2400,0.8390
2.4,edge,0.0020,2700,0.8374
2.4,edge,0.0020,3000,0.8431
2.4,edge,0.0024,100,0.7151
2.4,edge,0.0024,400,0.7961
2.4,edge,0.0024,700,0.8005
2.4,edge,0.0024,1000,0.8075
2.4,edge,0.0024,1300,0.8012
2.4,edge,0.0024,1600,0.8101
2.4,edge,0.0024,1900,0.8084
2.4,edge,0.0024,2100,0.8092
2.4,edge,0.0024,2400,0.8106
2.4,edge,0.0024,2700,0.8121
2.4,edge,0.0024,3000,0.8110
2.4,edge,0.0028,100,0.6521
2.4,edge,0.0028,400,0.7475
2.4,edge,0.0028,700,0.7628
2.4,edge,0.0028,1000,0.7627
2.4,edge,0.0028,1300,0.7703
2.4,edge,0.0028,1600,0.7597
2.4,edge,0.0028,1900,0.7686
2.4,edge,0.0028,2100,0.7699
2.4,edge,0.0028,2400,0.7693
2.4,edge,0.0028,2700,0.7696
2.4,edge,0.0028,3000,0.7736
2.4,edge,0.0032,100,0.6143
2.4,edge,0.0032,400,0.7110
2.4,edge,0.0032,700,0.7285
2.4,edge,0.0032,1000,0.7369
2.4,edge,0.0032,1300,0.7202
2.4,edge,0.0032,1600,0.7294
2.4,edge,0.0032,1900,0.7233
2.4,edge,0.0032,2100,0.7296
2.4,edge,0.0032,2400,0.7293
2.4,edge,0.0032,2700,0.7209
2.4,edge,0.0032,3000,0.7277
2.4,edge,0.0036,100,0.5736
2.4,edge,0.0036,400,0.6722
2.4,edge,0.0036,700,0.6888
2.4,edge,0.0036,1000,0.7047
2.4,edge,0.0036,1300,0.7087
2.4,edge,0.0036,1600,0.6981
2.4,edge,0.0036,1900,0.7095
2.4,edge,0.0036,2100,0.7025
2.4,edge,0.0036,2400,0.7123
2.4,edge,0.0036,2700,0.7118
2.4,edge,0.0036,3000,0.7078
2.4,edge,0.0040,100,0.5779
2.4,edge,0.0040,400,0.6511
2.4,edge,0.0040,700,0.6759
2.4,edge,0.0040,1000,0.6868
2.4,edge,0.0040,1300,0.6833
2.4,edge,0.0040,1600,0.6849
2.4,edge,0.0040,1900,0.6772
2.4,edge,0.0040,2100,0.6890
2.4,edge,0.0040,2400,0.6885
2.4,edge,0.0040,2700,0.6860
2.4,edge,0.0040,3000,0.6857
2.4,pixel,0.0000,100,0.8495
2.4,pixel,0.0000,400,0.8894
2.4,pixel,0.0000,700,0.8960
2.4,pixel,0.0000,1000,0.9022
2.4,pixel,0.0000,1300,0.9033
2.4,pixel,0.0000,1600,0.9034
2.4,pixel,0.0000,1900,0.9059
2.4,pixel,0.0000,2100,0.9049
2.4,pixel,0.0000,2400,0.9027
2.4,pixel,0.0000,2700,0.9042
2.4,pixel,0.0000,3000,0.9031
2.4,pixel,0.0100,100,0.8025
2.4,pixel,0.0100,400,0.8601
2.4,pixel,0.0100,700,0.8676
2.4,pixel,0.0100,1000,0.8716
2.4,pixel,0.0100,1300,0.8745
2.4,pixel,0.0100,1600,0.8750
2.4,pixel,0.0100,1900,0.8755
2.4,pixel,0.0100,2100,0.8771
2.4,pixel,0.0100,2400,0.8770
2.4,pixel,0.0100,2700,0.8763
2.4,pixel,0.0100,3000,0.8785
2.4,pixel,0.0200,100,0.7359
2.4,pixel,0.0200,400,0.8454
2.4,pixel,0.0200,700,0.8485
2.4,pixel,0.0200,1000,0.8541
2.4,pixel,0.0200,1300,0.8553
2.4,pixel,0.0200,1600,0.8553
2.4,pixel,0.0200,1900,0.8566
2.4,pixel,0.0200,2100,0.8580
2.4,pixel,0.0200,2400,0.8578
2.4,pixel,0.0200,2700,0.8574
2.4,pixel,0.0200,3000,0.8577
2.4,pixel,0.0300,100,0.7166
2.4,pixel,0.0300,400,0.7943
2.4,pixel,0.0300,700,0.8196
2.4,pixel,0.0300,1000,0.8236
2.4,pixel,0.0300,1300,0.8234
2.4,pixel,0.0300,1600,0.8245
2.4,pixel,0.0300,1900,0.8240
2.4,pixel,0.0300,2100,0.8245
2.4,pixel,0.0300,2400,0.8258
2.4,pixel,0.0300,2700,0.8256
2.4,pixel,0.0300,3000,0.8275
2.4,pixel,0.0400,100,0.6547
2.4,pixel,0.0400,400,0.7460
2.4,pixel,0.0400,700,0.7749
2.4,pixel,0.0400,1000,0.7831
2.4,pixel,0.0400,1300,0.7767
2.4,pixel,0.0400,1600,0.7866
2.4,pixel,0.0400,1900,0.7832
2.4,pixel,0.0400,2100,0.7912
2.4,pixel,0.0400,2400,0.7899
2.4,pixel,0.0400,2700,0.7886
2.4,pixel,0.0400,3000,0.7922
2.4,pixel,0.0500,100,0.6053
2.4,pixel,0.0500,400,0.7062
2.4,pixel,0.0500,700,0.7334
2.4,pixel,0.0500,1000,0.7474
2.4,pixel,0.0500,1300,0.7462
2.4,pixel,0.0500,1600,0.7432
2.4,pixel,0.0500,1900,0.7463
2.4,pixel,0.0500,2100,0.7497
2.4,pixel,0.0500,2400,0.7461
2.4,pixel,0.0500,2700,0.7497
2.4,pixel,0.0500,3000,0.7456
2.4,pixel,0.0600,100,0.5533
2.4,pixel,0.0600,400,0.6647
2.4,pixel,0.0600,700,0.6913
2.4,pixel,0.0600,1000,0.7098
2.4,pixel,0.0600,1300,0.7050
2.4,pixel,0.0600,1600,0.7064
2.4,pixel,0.0600,1900,0.7092
2.4,pixel,0.0600,2100,0.7042
2.4,pixel,0.0600,2400,0.7099
2.4,pixel,0.0600,2700,0.7075
2.4,pixel,0.0600,3000,0.7012
2.4,pixel,0.0700,100,0.5216
2.4,pixel,0.0700,400,0.6235
2.4,pixel,0.0700,700,0.6545
2.4,pixel,0.0700,1000,0.6789
2.4,pixel,0.0700,1300,0.6824
2.4,pixel,0.0700,1600,0.6763
2.4,pixel,0.0700,1900,0.6879
2.4,pixel,0.0700,2100,0.6735
