Frequency,Filter,Threshold,Frame Bitrate,Average IoU
1.5,area,0.0800,1300,0.5852
1.5,area,0.0800,1600,0.6142
1.5,area,0.0800,1900,0.6000
1.5,area,0.0800,2100,0.6128
1.5,area,0.0800,2400,0.6138
1.5,area,0.0800,2700,0.6162
1.5,area,0.0800,3000,0.6164
1.5,area,0.0900,100,0.2689
1.5,area,0.0900,400,0.5120
1.5,area,0.0900,700,0.5785
1.5,area,0.0900,1000,0.5824
1.5,area,0.0900,1300,0.5700
1.5,area,0.0900,1600,0.6054
1.5,area,0.0900,1900,0.6016
1.5,area,0.0900,2100,0.5913
1.5,area,0.0900,2400,0.5973
1.5,area,0.0900,2700,0.5942
1.5,area,0.0900,3000,0.6054
1.5,area,0.1000,100,0.2153
1.5,area,0.1000,400,0.4827
1.5,area,0.1000,700,0.5530
1.5,area,0.1000,1000,0.5753
1.5,area,0.1000,1300,0.6012
1.5,area,0.1000,1600,0.5763
1.5,area,0.1000,1900,0.5717
1.5,area,0.1000,2100,0.5715
1.5,area,0.1000,2400,0.5830
1.5,area,0.1000,2700,0.5714
1.5,area,0.1000,3000,0.5693
1.5,edge,0.0000,100,0.8395
1.5,edge,0.0000,400,0.8856
1.5,edge,0.0000,700,0.8937
1.5,edge,0.0000,1000,0.8955
1.5,edge,0.0000,1300,0.8957
1.5,edge,0.0000,1600,0.8975
1.5,edge,0.0000,1900,0.8980
1.5,edge,0.0000,2100,0.8959
1.5,edge,0.0000,2400,0.8984
1.5,edge,0.0000,2700,0.8971
1.5,edge,0.0000,3000,0.8980
1.5,edge,0.0004,100,0.8257
1.5,edge,0.0004,400,0.8824
1.5,edge,0.0004,700,0.8873
1.5,edge,0.0004,1000,0.8873
1.5,edge,0.0004,1300,0.8902
1.5,edge,0.0004,1600,0.8942
1.5,edge,0.0004,1900,0.8925
1.5,edge,0.0004,2100,0.8920
1.5,edge,0.0004,2400,0.8940
1.5,edge,0.0004,2700,0.8946
1.5,edge,0.0004,3000,0.8939
1.5,edge,0.0008,100,0.8117
1.5,edge,0.0008,400,0.8747
1.5,edge,0.0008,700,0.8828
1.5,edge,0.0008,1000,0.8837
1.5,edge,0.0008,1300,0.8864
1.5,edge,0.0008,1600,0.8849
1.5,edge,0.0008,1900,0.8870
1.5,edge,0.0008,2100,0.8886
1.5,edge,0.0008,2400,0.8877
1.5,edge,0.0008,2700,0.8866
1.5,edge,0.0008,3000,0.8882
1.5,edge,0.0012,100,0.7860
1.5,edge,0.0012,400,0.8622
1.5,edge,0.0012,700,0.8686
1.5,edge,0.0012,1000,0.8750
1.5,edge,0.0012,1300,0.8744
1.5,edge,0.0012,1600,0.8762
1.5,edge,0.0012,1900,0.8802
1.5,edge,0.0012,2100,0.8777
1.5,edge,0.0012,2400,0.8815
1.5,edge,0.0012,2700,0.8810
1.5,edge,0.0012,3000,0.8832
1.5,edge,0.0016,100,0.7779
1.5,edge,0.0016,400,0.8482
1.5,edge,0.0016,700,0.8495
1.5,edge,0.0016,1000,0.8566
1.5,edge,0.0016,1300,0.8571
1.5,edge,0.0016,1600,0.8615
1.5,edge,0.0016,1900,0.8669
1.5,edge,0.0016,2100,0.8646
1.5,edge,0.0016,2400,0.8667
1.5,edge,0.0016,2700,0.8610
1.5,edge,0.0016,3000,0.8652
1.5,edge,0.0020,100,0.7412
1.5,edge,0.0020,400,0.8250
1.5,edge,0.0020,700,0.8273
1.5,edge,0.0020,1000,0.8326
1.5,edge,0.0020,1300,0.8346
1.5,edge,0.0020,1600,0.8345
1.5,edge,0.0020,1900,0.8306
1.5,edge,0.0020,2100,0.8415
1.5,edge,0.0020,2400,0.8384
1.5,edge,0.0020,2700,0.8383
1.5,edge,0.0020,3000,0.8414
1.5,edge,0.0024,100,0.7005
1.5,edge,0.0024,400,0.7792
1.5,edge,0.0024,700,0.7884
1.5,edge,0.0024,1000,0.8081
1.5,edge,0.0024,1300,0.8036
1.5,edge,0.0024,1600,0.8077
1.5,edge,0.0024,1900,0.8074
1.5,edge,0.0024,2100,0.8063
1.5,edge,0.0024,2400,0.8096
1.5,edge,0.0024,2700,0.8101
1.5,edge,0.0024,3000,0.8086
1.5,edge,0.0028,100,0.6567
1.5,edge,0.0028,400,0.7529
1.5,edge,0.0028,700,0.7594
1.5,edge,0.0028,1000,0.7588
1.5,edge,0.0028,1300,0.7581
1.5,edge,0.0028,1600,0.7670
1.5,edge,0.0028,1900,0.7687
1.5,edge,0.0028,2100,0.7697
1.5,edge,0.0028,2400,0.7684
1.5,edge,0.0028,2700,0.7642
1.5,edge,0.0028,3000,0.7679
1.5,edge,0.0032,100,0.6248
1.5,edge,0.0032,400,0.7119
1.5,edge,0.0032,700,0.7242
1.5,edge,0.0032,1000,0.7221
1.5,edge,0.0032,1300,0.7253
1.5,edge,0.0032,1600,0.7244
1.5,edge,0.0032,1900,0.7303
1.5,edge,0.0032,2100,0.7256
1.5,edge,0.0032,2400,0.7295
1.5,edge,0.0032,2700,0.7284
1.5,edge,0.0032,3000,0.7303
1.5,edge,0.0036,100,0.5904
1.5,edge,0.0036,400,0.6568
1.5,edge,0.0036,700,0.6859
1.5,edge,0.0036,1000,0.7065
1.5,edge,0.0036,1300,0.7120
1.5,edge,0.0036,1600,0.7029
1.5,edge,0.0036,1900,0.7026
1.5,edge,0.0036,2100,0.7094
1.5,edge,0.0036,2400,0.7069
1.5,edge,0.0036,2700,0.7158
1.5,edge,0.0036,3000,0.7019
1.5,edge,0.0040,100,0.5536
1.5,edge,0.0040,400,0.6507
1.5,edge,0.0040,700,0.6659
1.5,edge,0.0040,1000,0.6750
1.5,edge,0.0040,1300,0.6926
1.5,edge,0.0040,1600,0.6893
1.5,edge,0.0040,1900,0.6842
1.5,edge,0.0040,2100,0.6884
1.5,edge,0.0040,2400,0.6845
1.5,edge,0.0040,2700,0.6870
1.5,edge,0.0040,3000,0.6830
1.5,pixel,0.0000,100,0.8539
1.5,pixel,0.0000,400,0.8903
1.5,pixel,0.0000,700,0.8931
1.5,pixel,0.0000,1000,0.8946
1.5,pixel,0.0000,1300,0.8994
1.5,pixel,0.0000,1600,0.8978
1.5,pixel,0.0000,1900,0.9001
1.5,pixel,0.0000,2100,0.8998
1.5,pixel,0.0000,2400,0.9010
1.5,pixel,0.0000,2700,0.9030
1.5,pixel,0.0000,3000,0.9026
1.5,pixel,0.0100,100,0.7948
1.5,pixel,0.0100,400,0.8665
1.5,pixel,0.0100,700,0.8656
1.5,pixel,0.0100,1000,0.8705
1.5,pixel,0.0100,1300,0.8709
1.5,pixel,0.0100,1600,0.8752
1.5,pixel,0.0100,1900,0.8772
1.5,pixel,0.0100,2100,0.8738
1.5,pixel,0.0100,2400,0.8756
1.5,pixel,0.0100,2700,0.8760
1.5,pixel,0.0100,3000,0.8775
1.5,pixel,0.0200,100,0.7282
1.5,pixel,0.0200,400,0.8353
1.5,pixel,0.0200,700,0.8510
1.5,pixel,0.0200,1000,0.8538
1.5,pixel,0.0200,1300,0.8550
1.5,pixel,0.0200,1600,0.8565
1.5,pixel,0.0200,1900,0.8566
1.5,pixel,0.0200,2100,0.8562
1.5,pixel,0.0200,2400,0.8563
1.5,pixel,0.0200,2700,0.8577
1.5,pixel,0.0200,3000,0.8576
1.5,pixel,0.0300,100,0.7310
1.5,pixel,0.0300,400,0.8044
1.5,pixel,0.0300,700,0.8223
1.5,pixel,0.0300,1000,0.8270
1.5,pixel,0.0300,1300,0.8217
1.5,pixel,0.0300,1600,0.8261
1.5,pixel,0.0300,1900,0.8251
1.5,pixel,0.0300,2100,0.8233
1.5,pixel,0.0300,2400,0.8252
1.5,pixel,0.0300,2700,0.8208
1.5,pixel,0.0300,3000,0.8258
1.5,pixel,0.0400,100,0.6623
1.5,pixel,0.0400,400,0.7620
1.5,pixel,0.0400,700,0.7771
1.5,pixel,0.0400,1000,0.7845
1.5,pixel,0.0400,1300,0.7878
1.5,pixel,0.0400,1600,0.7898
1.5,pixel,0.0400,1900,0.7904
1.5,pixel,0.0400,2100,0.7872
1.5,pixel,0.0400,2400,0.7912
1.5,pixel,0.0400,2700,0.7913
1.5,pixel,0.0400,3000,0.7922
1.5,pixel,0.0500,100,0.6077
1.5,pixel,0.0500,400,0.7022
1.5,pixel,0.0500,700,0.7364
1.5,pixel,0.0500,1000,0.7361
1.5,pixel,0.0500,1300,0.7446
1.5,pixel,0.0500,1600,0.7487
1.5,pixel,0.0500,1900,0.7479
1.5,pixel,0.0500,2100,0.7476
1.5,pixel,0.0500,2400,0.7471
1.5,pixel,0.0500,2700,0.7474
1.5,pixel,0.0500,3000,0.7487
1.5,pixel,0.0600,100,0.5543
1.5,pixel,0.0600,400,0.6647
1.5,pixel,0.0600,700,0.6987
1.5,pixel,0.0600,1000,0.7025
1.5,pixel,0.0600,1300,0.7074
1.5,pixel,0.0600,1600,0.7178
1.5,pixel,0.0600,1900,0.7049
1.5,pixel,0.0600,2100,0.7088
1.5,pixel,0.0600,2400,0.7042
1.5,pixel,0.0600,2700,0.7094
1.5,pixel,0.0600,3000,0.7060
1.5,pixel,0.0700,100,0.5215
1.5,pixel,0.0700,400,0.6349
1.5,pixel,0.0700,700,0.6471
1.5,pixel,0.0700,1000,0.6744
1.5,pixel,0.0700,1300,0.6781
1.5,pixel,0.0700,1600,0.6823
1.5,pixel,0.0700,1900,0.6842
1.5,pixel,0.0700,2100,0.6749
1.5,pixel,0.0700,2400,0.6795
1.5,pixel,0.0700,2700,0.6807
1.5,pixel,0.0700,3000,0.6792
1.5,pixel,0.0800,100,0.4618
1.5,pixel,0.0800,400,0.5944
1.5,pixel,0.0800,700,0.6330
1.5,pixel,0.0800,1000,0.6267
1.5,pixel,0.0800,1300,0.6433
1.5,pixel,0.0800,1600,0.6513
1.5,pixel,0.0800,1900,0.6443
1.5,pixel,0.0800,2100,0.6425
1.5,pixel,0.0800,2400,0.6409
1.5,pixel,0.0800,2700,0.6458
1.5,pixel,0.0800,3000,0.6433
1.5,pixel,0.0900,100,0.4134
1.5,pixel,0.0900,400,0.5844
1.5,pixel,0.0900,700,0.6125
1.5,pixel,0.0900,1000,0.6276
1.5,pixel,0.0900,1300,0.6216
1.5,pixel,0.0900,1600,0.6308
1.5,pixel,0.0900,1900,0.6339
1.5,pixel,0.0900,2100,0.6193
1.5,pixel,0.0900,2400,0.6335
1.5,pixel,0.0900,2700,0.6373
1.5,pixel,0.0900,3000,0.6390
1.5,pixel,0.1000,100,0.3393
1.5,pixel,0.1000,400,0.5254
1.5,pixel,0.1000,700,0.5901
1.5,pixel,0.1000,1000,0.5804
1.5,pixel,0.1000,1300,0.5967
1.5,pixel,0.1000,1600,0.5943
1.5,pixel,0.1000,1900,0.6199
1.5,pixel,0.1000,2100,0.6064
1.5,pixel,0.1000,2400,0.6153
1.5,pixel,0.1000,2700,0.6116
1.5,pixel,0.1000,3000,0.6133
1.8,area,0.0000,100,0.8422
1.8,area,0.0000,400,0.8845
1.8,area,0.0000,700,0.8917
1.8,area,0.0000,1000,0.8953
1.8,area,0.0000,1300,0.8971
1.8,area,0.0000,1600,0.8967
1.8,area,0.0000,1900,0.8987
1.8,area,0.0000,2100,0.8997
1.8,area,0.0000,2400,0.8983
1.8,area,0.0000,2700,0.8986
1.8,area,0.0000,3000,0.8994
1.8,area,0.0100,100,0.7396
1.8,area,0.0100,400,0.8281
1.8,area,0.0100,700,0.8429
1.8,area,0.0100,1000,0.8466
1.8,area,0.0100,1300,0.8512
1.8,area,0.0100,1600,0.8499
1.8,area,0.0100,1900,0.8523
1.8,area,0.0100,2100,0.8516
1.8,area,0.0100,2400,0.8540
1.8,area,0.0100,2700,0.8528
1.8,area,0.0100,3000,0.8534
1.8,area,0.0200,100,0.6776
1.8,area,0.0200,400,0.7720
1.8,area,0.0200,700,0.7904
1.8,area,0.0200,1000,0.8072
1.8,area,0.0200,1300,0.8060
1.8,area,0.0200,1600,0.8135
1.8,area,0.0200,1900,0.8142
1.8,area,0.0200,2100,0.8127
1.8,area,0.0200,2400,0.8111
1.8,area,0.0200,2700,0.8137
1.8,area,0.0200,3000,0.8150
1.8,area,0.0300,100,0.6125
1.8,area,0.0300,400,0.7207
1.8,area,0.0300,700,0.7482
1.8,area,0.0300,1000,0.7567
1.8,area,0.0300,1300,0.7635
1.8,area,0.0300,1600,0.7598
1.8,area,0.0300,1900,0.7629
1.8,area,0.0300,2100,0.7587
1.8,area,0.0300,2400,0.7577
1.8,area,0.0300,2700,0.7633
1.8,area,0.0300,3000,0.7642
1.8,area,0.0400,100,0.5422
1.8,area,0.0400,400,0.6487
1.8,area,0.0400,700,0.6774
1.8,area,0.0400,1000,0.6972
1.8,area,0.0400,1300,0.6967
1.8,area,0.0400,1600,0.7001
1.8,area,0.0400,1900,0.7016
1.8,area,0.0400,2100,0.7087
1.8,area,0.0400,2400,0.7121
1.8,area,0.0400,2700,0.7097
1.8,area,0.0400,3000,0.7077
1.8,area,0.0500,100,0.4622
1.8,area,0.0500,400,0.5919
1.8,area,0.0500,700,0.6373
1.8,area,0.0500,1000,0.6421
1.8,area,0.0500,1300,0.6614
1.8,area,0.0500,1600,0.6515
1.8,area,0.0500,1900,0.6608
1.8,area,0.0500,2100,0.6617
1.8,area,0.0500,2400,0.6643
1.8,area,0.0500,2700,0.6577
1.8,area,0.0500,3000,0.6589
1.8,area,0.0600,100,0.4466
1.8,area,0.0600,400,0.5797
1.8,area,0.0600,700,0.6016
1.8,area,0.0600,1000,0.6400
1.8,area,0.0600,1300,0.6429
1.8,area,0.0600,1600,0.6370
1.8,area,0.0600,1900,0.6406
1.8,area,0.0600,2100,0.6511
1.8,area,0.0600,2400,0.6518
1.8,area,0.0600,2700,0.6492
1.8,area,0.0600,3000,0.6488
1.8,area,0.0700,100,0.3837
1.8,area,0.0700,400,0.5112
1.8,area,0.0700,700,0.5782
1.8,area,0.0700,1000,0.6042
1.8,area,0.0700,1300,0.6016
1.8,area,0.0700,1600,0.6075
1.8,area,0.0700,1900,0.6036
1.8,area,0.0700,2100,0.6185
1.8,area,0.0700,2400,0.6162
1.8,area,0.0700,2700,0.6048
1.8,area,0.0700,3000,0.6100
1.8,area,0.0800,100,0.3369
1.8,area,0.0800,400,0.5202
1.8,area,0.0800,700,0.5923
1.8,area,0.0800,1000,0.6119
1.8,area,0.0800,1300,0.6193
1.8,area,0.0800,1600,0.6085
1.8,area,0.0800,1900,0.6095
1.8,area,0.0800,2100,0.6261
1.8,area,0.0800,2400,0.6173
1.8,area,0.0800,2700,0.6097
1.8,area,0.0800,3000,0.6212
1.8,area,0.0900,100,0.3123
1.8,area,0.0900,400,0.4756
1.8,area,0.0900,700,0.5678
1.8,area,0.0900,1000,0.5840
1.8,area,0.0900,1300,0.6055
1.8,area,0.0900,1600,0.5943
1.8,area,0.0900,1900,0.5987
1.8,area,0.0900,2100,0.6106
1.8,area,0.0900,2400,0.6136
1.8,area,0.0900,2700,0.6003
1.8,area,0.0900,3000,0.6057
1.8,area,0.1000,100,0.2579
1.8,area,0.1000,400,0.4489
1.8,area,0.1000,700,0.5555
1.8,area,0.1000,1000,0.5752
1.8,area,0.1000,1300,0.5650
1.8,area,0.1000,1600,0.5932
1.8,area,0.1000,1900,0.5704
1.8,area,0.1000,2100,0.5803
1.8,area,0.1000,2400,0.5781
1.8,area,0.1000,2700,0.5618
1.8,area,0.1000,3000,0.5850
1.8,edge,0.0000,100,0.8375
1.8,edge,0.0000,400,0.8887
1.8,edge,0.0000,700,0.8929
1.8,edge,0.0000,1000,0.9002
1.8,edge,0.0000,1300,0.8987
1.8,edge,0.0000,1600,0.9005
1.8,edge,0.0000,1900,0.9001
1.8,edge,0.0000,2100,0.9009
1.8,edge,0.0000,2400,0.9005
1.8,edge,0.0000,2700,0.9005
1.8,edge,0.0000,3000,0.9010
1.8,edge,0.0004,100,0.8343
1.8,edge,0.0004,400,0.8780
1.8,edge,0.0004,700,0.8883
1.8,edge,0.0004,1000,0.8930
1.8,edge,0.0004,1300,0.8932
1.8,edge,0.0004,1600,0.8954
1.8,edge,0.0004,1900,0.8957
1.8,edge,0.0004,2100,0.8951
1.8,edge,0.0004,2400,0.8972
1.8,edge,0.0004,2700,0.8960
1.8,edge,0.0004,3000,0.8959
1.8,edge,0.0008,100,0.8012
1.8,edge,0.0008,400,0.8730
1.8,edge,0.0008,700,0.8846
1.8,edge,0.0008,1000,0.8840
1.8,edge,0.0008,1300,0.8854
1.8,edge,0.0008,1600,0.8882
1.8,edge,0.0008,1900,0.8890
1.8,edge,0.0008,2100,0.8916
1.8,edge,0.0008,2400,0.8892
1.8,edge,0.0008,2700,0.8915
1.8,edge,0.0008,3000,0.8909
1.8,edge,0.0012,100,0.8169
1.8,edge,0.0012,400,0.8648
1.8,edge,0.0012,700,0.8767
1.8,edge,0.0012,1000,0.8743
1.8,edge,0.0012,1300,0.8784
1.8,edge,0.0012,1600,0.8798
1.8,edge,0.0012,1900,0.8835
1.8,edge,0.0012,2100,0.8797
1.8,edge,0.0012,2400,0.8811
1.8,edge,0.0012,2700,0.8813
1.8,edge,0.0012,3000,0.8832
1.8,edge,0.0016,100,0.7907
1.8,edge,0.0016,400,0.8449
1.8,edge,0.0016,700,0.8552
1.8,edge,0.0016,1000,0.8652
1.8,edge,0.0016,1300,0.8595
1.8,edge,0.0016,1600,0.8627
1.8,edge,0.0016,1900,0.8640
1.8,edge,0.0016,2100,0.8636
1.8,edge,0.0016,2400,0.8676
1.8,edge,0.0016,2700,0.8642
1.8,edge,0.0016,3000,0.8684
1.8,edge,0.0020,100,0.7599
1.8,edge,0.0020,400,0.8241
1.8,edge,0.0020,700,0.8284
1.8,edge,0.0020,1000,0.8337
1.8,edge,0.0020,1300,0.8348
1.8,edge,0.0020,1600,0.8317
1.8,edge,0.0020,1900,0.8334
1.8,edge,0.0020,2100,0.8380
1.8,edge,0.0020,2400,0.8375
1.8,edge,0.0020,2700,0.8417
1.8,edge,0.0020,3000,0.8390
1.8,edge,0.0024,100,0.7089
1.8,edge,0.0024,400,0.7861
1.8,edge,0.0024,700,0.7914
1.8,edge,0.0024,1000,0.7961
1.8,edge,0.0024,1300,0.8070
1.8,edge,0.0024,1600,0.8060
1.8,edge,0.0024,1900,0.8073
1.8,edge,0.0024,2100,0.8080
1.8,edge,0.0024,2400,0.8089
1.8,edge,0.0024,2700,0.8124
1.8,edge,0.0024,3000,0.8099
1.8,edge,0.0028,100,0.6647
1.8,edge,0.0028,400,0.7421
1.8,edge,0.0028,700,0.7567
1.8,edge,0.0028,1000,0.7726
1.8,edge,0.0028,1300,0.7627
1.8,edge,0.0028,1600,0.7586
1.8,edge,0.0028,1900,0.7693
1.8,edge,0.0028,2100,0.7711
1.8,edge,0.0028,2400,0.7695
1.8,edge,0.0028,2700,0.7707
1.8,edge,0.0028,3000,0.7665
1.8,edge,0.0032,100,0.6195
1.8,edge,0.0032,400,0.7063
1.8,edge,0.0032,700,0.7313
1.8,edge,0.0032,1000,0.7262
1.8,edge,0.0032,1300,0.7272
1.8,edge,0.0032,1600,0.7261
1.8,edge,0.0032,1900,0.7269
1.8,edge,0.0032,2100,0.7269
1.8,edge,0.0032,2400,0.7292
1.8,edge,0.0032,2700,0.7291
1.8,edge,0.0032,3000,0.7311
1.8,edge,0.0036,100,0.5675
1.8,edge,0.0036,400,0.6642
1.8,edge,0.0036,700,0.6891
1.8,edge,0.0036,1000,0.7086
1.8,edge,0.0036,1300,0.7094
1.8,edge,0.0036,1600,0.7077
1.8,edge,0.0036,1900,0.7048
1.8,edge,0.0036,2100,0.7073
1.8,edge,0.0036,2400,0.7053
1.8,edge,0.0036,2700,0.7080
1.8,edge,0.0036,3000,0.7088
1.8,edge,0.0040,100,0.5775
1.8,edge,0.0040,400,0.6599
1.8,edge,0.0040,700,0.6892
1.8,edge,0.0040,1000,0.6802
1.8,edge,0.0040,1300,0.6909
1.8,edge,0.0040,1600,0.6819
1.8,edge,0.0040,1900,0.6817
1.8,edge,0.0040,2100,0.6887
1.8,edge,0.0040,2400,0.6938
1.8,edge,0.0040,2700,0.6866
1.8,edge,0.0040,3000,0.6851
1.8,pixel,0.0000,100,0.8421
1.8,pixel,0.0000,400,0.8918
1.8,pixel,0.0000,700,0.8979
1.8,pixel,0.0000,1000,0.9016
1.8,pixel,0.0000,1300,0.9041
1.8,pixel,0.0000,1600,0.9000
1.8,pixel,0.0000,1900,0.9035
1.8,pixel,0.0000,2100,0.9040
1.8,pixel,0.0000,2400,0.9036
1.8,pixel,0.0000,2700,0.9040
1.8,pixel,0.0000,3000,0.9033
1.8,pixel,0.0100,100,0.7887
1.8,pixel,0.0100,400,0.8632
1.8,pixel,0.0100,700,0.8677
1.8,pixel,0.0100,1000,0.8722
1.8,pixel,0.0100,1300,0.8713
1.8,pixel,0.0100,1600,0.8731
1.8,pixel,0.0100,1900,0.8750
1.8,pixel,0.0100,2100,0.8762
1.8,pixel,0.0100,2400,0.8781
1.8,pixel,0.0100,2700,0.8758
1.8,pixel,0.0100,3000,0.8771
1.8,pixel,0.0200,100,0.7490
1.8,pixel,0.0200,400,0.8416
1.8,pixel,0.0200,700,0.8452
1.8,pixel,0.0200,1000,0.8510
1.8,pixel,0.0200,1300,0.8511
1.8,pixel,0.0200,1600,0.8561
1.8,pixel,0.0200,1900,0.8554
1.8,pixel,0.0200,2100,0.8572
1.8,pixel,0.0200,2400,0.8582
1.8,pixel,0.0200,2700,0.8590
1.8,pixel,0.0200,3000,0.8575
1.8,pixel,0.0300,100,0.7078
1.8,pixel,0.0300,400,0.7922
1.8,pixel,0.0300,700,0.8117
1.8,pixel,0.0300,1000,0.8261
1.8,pixel,0.0300,1300,0.8268
1.8,pixel,0.0300,1600,0.8204
1.8,pixel,0.0300,1900,0.8210
1.8,pixel,0.0300,2100,0.8247
1.8,pixel,0.0300,2400,0.8247
1.8,pixel,0.0300,2700,0.8265
1.8,pixel,0.0300,3000,0.8273
1.8,pixel,0.0400,100,0.6554
1.8,pixel,0.0400,400,0.7512
1.8,pixel,0.0400,700,0.7715
1.8,pixel,0.0400,1000,0.7810
1.8,pixel,0.0400,1300,0.7838
1.8,pixel,0.0400,1600,0.7880
1.8,pixel,0.0400,1900,0.7884
1.8,pixel,0.0400,2100,0.7917
1.8,pixel,0.0400,2400,0.7888
1.8,pixel,0.0400,2700,0.7897
1.8,pixel,0.0400,3000,0.7909
1.8,pixel,0.0500,100,0.5976
1.8,pixel,0.0500,400,0.6978
1.8,pixel,0.0500,700,0.7428
1.8,pixel,0.0500,1000,0.7457
1.8,pixel,0.0500,1300,0.7472
1.8,pixel,0.0500,1600,0.7468
1.8,pixel,0.0500,1900,0.7404
1.8,pixel,0.0500,2100,0.7433
1.8,pixel,0.0500,2400,0.7467
1.8,pixel,0.0500,2700,0.7403
1.8,pixel,0.0500,3000,0.7437
1.8,pixel,0.0600,100,0.5340
1.8,pixel,0.0600,400,0.6724
1.8,pixel,0.0600,700,0.6988
1.8,pixel,0.0600,1000,0.6944
1.8,pixel,0.0600,1300,0.6990
1.8,pixel,0.0600,1600,0.7094
1.8,pixel,0.0600,1900,0.7068
1.8,pixel,0.0600,2100,0.7170
1.8,pixel,0.0600,2400,0.7043
1.8,pixel,0.0600,2700,0.7074
1.8,pixel,0.0600,3000,0.7105
1.8,pixel,0.0700,100,0.5073
1.8,pixel,0.0700,400,0.6155
1.8,pixel,0.0700,700,0.6557
1.8,pixel,0.0700,1000,0.6656
1.8,pixel,0.0700,1300,0.6829
1.8,pixel,0.0700,1600,0.6784
1.8,pixel,0.0700,1900,0.6825
1.8,pixel,0.0700,2100,0.6791
1.8,pixel,0.0700,2400,0.6863
1.8,pixel,0.0700,2700,0.6844
1.8,pixel,0.0700,3000,0.6796
1.8,pixel,0.0800,100,0.4483
1.8,pixel,0.0800,400,0.5750
1.8,pixel,0.0800,700,0.6279
1.8,pixel,0.0800,1000,0.6435
1.8,pixel,0.0800,1300,0.6520
1.8,pixel,0.0800,1600,0.6493
1.8,pixel,0.0800,1900,0.6422
1.8,pixel,0.0800,2100,0.6411
1.8,pixel,0.0800,2400,0.6461
1.8,pixel,0.0800,2700,0.6443
1.8,pixel,0.0800,3000,0.6425
1.8,pixel,0.0900,100,0.4213
1.8,pixel,0.0900,400,0.5636
1.8,pixel,0.0900,700,0.6174
