Frequency,Filter,Threshold,Frame Bitrate,Average IoU
1.8,pixel,0.0800,2700,0.7256
1.8,pixel,0.0800,3000,0.7309
1.8,pixel,0.0900,100,0.0000
1.8,pixel,0.0900,400,0.6770
1.8,pixel,0.0900,700,0.7286
1.8,pixel,0.0900,1000,0.7277
1.8,pixel,0.0900,1300,0.7265
1.8,pixel,0.0900,1600,0.7287
1.8,pixel,0.0900,1900,0.7327
1.8,pixel,0.0900,2100,0.7234
1.8,pixel,0.0900,2400,0.7306
1.8,pixel,0.0900,2700,0.7295
1.8,pixel,0.0900,3000,0.7334
1.8,pixel,0.1000,100,0.0000
1.8,pixel,0.1000,400,0.7051
1.8,pixel,0.1000,700,0.7297
1.8,pixel,0.1000,1000,0.7277
1.8,pixel,0.1000,1300,0.7237
1.8,pixel,0.1000,1600,0.7312
1.8,pixel,0.1000,1900,0.7260
1.8,pixel,0.1000,2100,0.7238
1.8,pixel,0.1000,2400,0.7254
1.8,pixel,0.1000,2700,0.7335
1.8,pixel,0.1000,3000,0.7315
2.1,area,0.0000,100,0.8450
2.1,area,0.0000,400,0.9225
2.1,area,0.0000,700,0.9317
2.1,area,0.0000,1000,0.9294
2.1,area,0.0000,1300,0.9378
2.1,area,0.0000,1600,0.9326
2.1,area,0.0000,1900,0.9288
2.1,area,0.0000,2100,0.9351
2.1,area,0.0000,2400,0.9355
2.1,area,0.0000,2700,0.9322
2.1,area,0.0000,3000,0.9342
2.1,area,0.0100,100,0.4264
2.1,area,0.0100,400,0.7543
2.1,area,0.0100,700,0.8371
2.1,area,0.0100,1000,0.8430
2.1,area,0.0100,1300,0.8478
2.1,area,0.0100,1600,0.8413
2.1,area,0.0100,1900,0.8540
2.1,area,0.0100,2100,0.8572
2.1,area,0.0100,2400,0.8533
2.1,area,0.0100,2700,0.8465
2.1,area,0.0100,3000,0.8407
2.1,area,0.0200,100,0.3820
2.1,area,0.0200,400,0.7251
2.1,area,0.0200,700,0.7465
2.1,area,0.0200,1000,0.7391
2.1,area,0.0200,1300,0.7469
2.1,area,0.0200,1600,0.7459
2.1,area,0.0200,1900,0.7460
2.1,area,0.0200,2100,0.7444
2.1,area,0.0200,2400,0.7425
2.1,area,0.0200,2700,0.7456
2.1,area,0.0200,3000,0.7462
2.1,area,0.0300,100,0.0101
2.1,area,0.0300,400,0.7134
2.1,area,0.0300,700,0.7402
2.1,area,0.0300,1000,0.7779
2.1,area,0.0300,1300,0.7399
2.1,area,0.0300,1600,0.7710
2.1,area,0.0300,1900,0.7792
2.1,area,0.0300,2100,0.7751
2.1,area,0.0300,2400,0.7768
2.1,area,0.0300,2700,0.7799
2.1,area,0.0300,3000,0.7766
2.1,area,0.0400,100,0.0000
2.1,area,0.0400,400,0.6837
2.1,area,0.0400,700,0.7296
2.1,area,0.0400,1000,0.7300
2.1,area,0.0400,1300,0.7250
2.1,area,0.0400,1600,0.7243
2.1,area,0.0400,1900,0.7241
2.1,area,0.0400,2100,0.7334
2.1,area,0.0400,2400,0.7253
2.1,area,0.0400,2700,0.7287
2.1,area,0.0400,3000,0.7336
2.1,area,0.0500,100,0.0000
2.1,area,0.0500,400,0.3453
2.1,area,0.0500,700,0.7287
2.1,area,0.0500,1000,0.7273
2.1,area,0.0500,1300,0.7246
2.1,area,0.0500,1600,0.7248
2.1,area,0.0500,1900,0.7232
2.1,area,0.0500,2100,0.7333
2.1,area,0.0500,2400,0.7311
2.1,area,0.0500,2700,0.7299
2.1,area,0.0500,3000,0.7318
2.1,area,0.0600,100,0.0000
2.1,area,0.0600,400,0.3387
2.1,area,0.0600,700,0.7288
2.1,area,0.0600,1000,0.7284
2.1,area,0.0600,1300,0.7312
2.1,area,0.0600,1600,0.7255
2.1,area,0.0600,1900,0.7296
2.1,area,0.0600,2100,0.7231
2.1,area,0.0600,2400,0.7280
2.1,area,0.0600,2700,0.7278
2.1,area,0.0600,3000,0.7324
2.1,area,0.0700,100,0.0000
2.1,area,0.0700,400,0.6795
2.1,area,0.0700,700,0.7278
2.1,area,0.0700,1000,0.7267
2.1,area,0.0700,1300,0.7244
2.1,area,0.0700,1600,0.7250
2.1,area,0.0700,1900,0.7259
2.1,area,0.0700,2100,0.7338
2.1,area,0.0700,2400,0.7271
2.1,area,0.0700,2700,0.7285
2.1,area,0.0700,3000,0.7333
2.1,area,0.0800,100,0.0000
2.1,area,0.0800,400,0.6884
2.1,area,0.0800,700,0.7297
2.1,area,0.0800,1000,0.7174
2.1,area,0.0800,1300,0.7253
2.1,area,0.0800,1600,0.7234
2.1,area,0.0800,1900,0.7300
2.1,area,0.0800,2100,0.7326
2.1,area,0.0800,2400,0.7300
2.1,area,0.0800,2700,0.7292
2.1,area,0.0800,3000,0.7330
2.1,area,0.0900,100,0.0000
2.1,area,0.0900,400,0.6672
2.1,area,0.0900,700,0.7295
2.1,area,0.0900,1000,0.7234
2.1,area,0.0900,1300,0.7272
2.1,area,0.0900,1600,0.7306
2.1,area,0.0900,1900,0.7246
2.1,area,0.0900,2100,0.7324
2.1,area,0.0900,2400,0.7218
2.1,area,0.0900,2700,0.7282
2.1,area,0.0900,3000,0.7292
2.1,area,0.1000,100,0.0000
2.1,area,0.1000,400,0.6851
2.1,area,0.1000,700,0.7294
2.1,area,0.1000,1000,0.7242
2.1,area,0.1000,1300,0.7235
2.1,area,0.1000,1600,0.7241
2.1,area,0.1000,1900,0.7269
2.1,area,0.1000,2100,0.7332
2.1,area,0.1000,2400,0.7315
2.1,area,0.1000,2700,0.7332
2.1,area,0.1000,3000,0.7340
2.1,edge,0.0000,100,0.8656
2.1,edge,0.0000,400,0.9188
2.1,edge,0.0000,700,0.9380
2.1,edge,0.0000,1000,0.9389
2.1,edge,0.0000,1300,0.9369
2.1,edge,0.0000,1600,0.9349
2.1,edge,0.0000,1900,0.9419
2.1,edge,0.0000,2100,0.9364
2.1,edge,0.0000,2400,0.9367
2.1,edge,0.0000,2700,0.9401
2.1,edge,0.0000,3000,0.9375
2.1,edge,0.0004,100,0.3418
2.1,edge,0.0004,400,0.5957
2.1,edge,0.0004,700,0.8167
2.1,edge,0.0004,1000,0.7483
2.1,edge,0.0004,1300,0.7666
2.1,edge,0.0004,1600,0.8123
2.1,edge,0.0004,1900,0.8206
2.1,edge,0.0004,2100,0.8271
2.1,edge,0.0004,2400,0.8033
2.1,edge,0.0004,2700,0.8101
2.1,edge,0.0004,3000,0.8221
2.1,edge,0.0008,100,0.0000
2.1,edge,0.0008,400,0.3455
2.1,edge,0.0008,700,0.7285
2.1,edge,0.0008,1000,0.7277
2.1,edge,0.0008,1300,0.7291
2.1,edge,0.0008,1600,0.7303
2.1,edge,0.0008,1900,0.7284
2.1,edge,0.0008,2100,0.7242
2.1,edge,0.0008,2400,0.7299
2.1,edge,0.0008,2700,0.7333
2.1,edge,0.0008,3000,0.7317
2.1,edge,0.0012,100,0.0000
2.1,edge,0.0012,400,0.3453
2.1,edge,0.0012,700,0.7300
2.1,edge,0.0012,1000,0.7296
2.1,edge,0.0012,1300,0.7252
2.1,edge,0.0012,1600,0.7312
2.1,edge,0.0012,1900,0.7213
2.1,edge,0.0012,2100,0.7242
2.1,edge,0.0012,2400,0.7233
2.1,edge,0.0012,2700,0.7313
2.1,edge,0.0012,3000,0.7335
2.1,edge,0.0016,100,0.0000
2.1,edge,0.0016,400,0.6872
2.1,edge,0.0016,700,0.7283
2.1,edge,0.0016,1000,0.7254
2.1,edge,0.0016,1300,0.7279
2.1,edge,0.0016,1600,0.7335
2.1,edge,0.0016,1900,0.7245
2.1,edge,0.0016,2100,0.7256
2.1,edge,0.0016,2400,0.7316
2.1,edge,0.0016,2700,0.7290
2.1,edge,0.0016,3000,0.7311
2.1,edge,0.0020,100,0.0000
2.1,edge,0.0020,400,0.3387
2.1,edge,0.0020,700,0.7285
2.1,edge,0.0020,1000,0.7301
2.1,edge,0.0020,1300,0.7243
2.1,edge,0.0020,1600,0.7315
2.1,edge,0.0020,1900,0.7332
2.1,edge,0.0020,2100,0.7239
2.1,edge,0.0020,2400,0.7249
2.1,edge,0.0020,2700,0.7279
2.1,edge,0.0020,3000,0.7259
2.1,edge,0.0024,100,0.0000
2.1,edge,0.0024,400,0.6814
2.1,edge,0.0024,700,0.7300
2.1,edge,0.0024,1000,0.7233
2.1,edge,0.0024,1300,0.7276
2.1,edge,0.0024,1600,0.7314
2.1,edge,0.0024,1900,0.7302
2.1,edge,0.0024,2100,0.7298
2.1,edge,0.0024,2400,0.7277
2.1,edge,0.0024,2700,0.7313
2.1,edge,0.0024,3000,0.7318
2.1,edge,0.0028,100,0.0000
2.1,edge,0.0028,400,0.6856
2.1,edge,0.0028,700,0.7283
2.1,edge,0.0028,1000,0.7189
2.1,edge,0.0028,1300,0.7250
2.1,edge,0.0028,1600,0.7313
2.1,edge,0.0028,1900,0.7317
2.1,edge,0.0028,2100,0.7332
2.1,edge,0.0028,2400,0.7300
2.1,edge,0.0028,2700,0.7316
2.1,edge,0.0028,3000,0.7310
2.1,edge,0.0032,100,0.0000
2.1,edge,0.0032,400,0.3449
2.1,edge,0.0032,700,0.7298
2.1,edge,0.0032,1000,0.7268
2.1,edge,0.0032,1300,0.7247
2.1,edge,0.0032,1600,0.7266
2.1,edge,0.0032,1900,0.7267
2.1,edge,0.0032,2100,0.7334
2.1,edge,0.0032,2400,0.7286
2.1,edge,0.0032,2700,0.7319
2.1,edge,0.0032,3000,0.7315
2.1,edge,0.0036,100,0.0000
2.1,edge,0.0036,400,0.6964
2.1,edge,0.0036,700,0.7315
2.1,edge,0.0036,1000,0.7279
2.1,edge,0.0036,1300,0.7316
2.1,edge,0.0036,1600,0.7306
2.1,edge,0.0036,1900,0.7261
2.1,edge,0.0036,2100,0.7238
2.1,edge,0.0036,2400,0.7297
2.1,edge,0.0036,2700,0.7244
2.1,edge,0.0036,3000,0.7260
2.1,edge,0.0040,100,0.0000
2.1,edge,0.0040,400,0.6893
2.1,edge,0.0040,700,0.7281
2.1,edge,0.0040,1000,0.7244
2.1,edge,0.0040,1300,0.7276
2.1,edge,0.0040,1600,0.7300
2.1,edge,0.0040,1900,0.7337
2.1,edge,0.0040,2100,0.7238
2.1,edge,0.0040,2400,0.7293
2.1,edge,0.0040,2700,0.7341
2.1,edge,0.0040,3000,0.7282
2.1,pixel,0.0000,100,0.8989
2.1,pixel,0.0000,400,0.9303
2.1,pixel,0.0000,700,0.9270
2.1,pixel,0.0000,1000,0.9400
2.1,pixel,0.0000,1300,0.9366
2.1,pixel,0.0000,1600,0.9436
2.1,pixel,0.0000,1900,0.9408
2.1,pixel,0.0000,2100,0.9448
2.1,pixel,0.0000,2400,0.9413
2.1,pixel,0.0000,2700,0.9460
2.1,pixel,0.0000,3000,0.9445
2.1,pixel,0.0100,100,0.4552
2.1,pixel,0.0100,400,0.7806
2.1,pixel,0.0100,700,0.8532
2.1,pixel,0.0100,1000,0.8561
2.1,pixel,0.0100,1300,0.8619
2.1,pixel,0.0100,1600,0.8457
2.1,pixel,0.0100,1900,0.8607
2.1,pixel,0.0100,2100,0.8596
2.1,pixel,0.0100,2400,0.8619
2.1,pixel,0.0100,2700,0.8586
2.1,pixel,0.0100,3000,0.8684
2.1,pixel,0.0200,100,0.4082
2.1,pixel,0.0200,400,0.7599
2.1,pixel,0.0200,700,0.8284
2.1,pixel,0.0200,1000,0.8372
2.1,pixel,0.0200,1300,0.8381
2.1,pixel,0.0200,1600,0.8277
2.1,pixel,0.0200,1900,0.8407
2.1,pixel,0.0200,2100,0.8368
2.1,pixel,0.0200,2400,0.8390
2.1,pixel,0.0200,2700,0.8452
2.1,pixel,0.0200,3000,0.8439
2.1,pixel,0.0300,100,0.0341
2.1,pixel,0.0300,400,0.5834
2.1,pixel,0.0300,700,0.7430
2.1,pixel,0.0300,1000,0.7620
2.1,pixel,0.0300,1300,0.7741
2.1,pixel,0.0300,1600,0.7507
2.1,pixel,0.0300,1900,0.7520
2.1,pixel,0.0300,2100,0.7523
2.1,pixel,0.0300,2400,0.7523
2.1,pixel,0.0300,2700,0.7477
2.1,pixel,0.0300,3000,0.7494
2.1,pixel,0.0400,100,0.0000
2.1,pixel,0.0400,400,0.6963
2.1,pixel,0.0400,700,0.7246
2.1,pixel,0.0400,1000,0.7233
2.1,pixel,0.0400,1300,0.7216
2.1,pixel,0.0400,1600,0.7292
2.1,pixel,0.0400,1900,0.7216
2.1,pixel,0.0400,2100,0.7235
2.1,pixel,0.0400,2400,0.7265
2.1,pixel,0.0400,2700,0.7274
2.1,pixel,0.0400,3000,0.7299
2.1,pixel,0.0500,100,0.0000
2.1,pixel,0.0500,400,0.6792
2.1,pixel,0.0500,700,0.7245
2.1,pixel,0.0500,1000,0.7309
2.1,pixel,0.0500,1300,0.7275
2.1,pixel,0.0500,1600,0.7241
2.1,pixel,0.0500,1900,0.7280
2.1,pixel,0.0500,2100,0.7262
2.1,pixel,0.0500,2400,0.7303
2.1,pixel,0.0500,2700,0.7301
2.1,pixel,0.0500,3000,0.7285
2.1,pixel,0.0600,100,0.0000
2.1,pixel,0.0600,400,0.5451
2.1,pixel,0.0600,700,0.7295
2.1,pixel,0.0600,1000,0.7279
2.1,pixel,0.0600,1300,0.7211
2.1,pixel,0.0600,1600,0.7280
2.1,pixel,0.0600,1900,0.7297
2.1,pixel,0.0600,2100,0.7239
2.1,pixel,0.0600,2400,0.7307
2.1,pixel,0.0600,2700,0.7294
2.1,pixel,0.0600,3000,0.7285
2.1,pixel,0.0700,100,0.0000
2.1,pixel,0.0700,400,0.7013
2.1,pixel,0.0700,700,0.7292
2.1,pixel,0.0700,1000,0.7282
2.1,pixel,0.0700,1300,0.7198
2.1,pixel,0.0700,1600,0.7264
2.1,pixel,0.0700,1900,0.7299
2.1,pixel,0.0700,2100,0.7249
2.1,pixel,0.0700,2400,0.7304
2.1,pixel,0.0700,2700,0.7294
2.1,pixel,0.0700,3000,0.7324
2.1,pixel,0.0800,100,0.0009
2.1,pixel,0.0800,400,0.5405
2.1,pixel,0.0800,700,0.7198
2.1,pixel,0.0800,1000,0.7273
2.1,pixel,0.0800,1300,0.7239
2.1,pixel,0.0800,1600,0.7261
2.1,pixel,0.0800,1900,0.7278
2.1,pixel,0.0800,2100,0.7261
2.1,pixel,0.0800,2400,0.7313
2.1,pixel,0.0800,2700,0.7280
2.1,pixel,0.0800,3000,0.7298
2.1,pixel,0.0900,100,0.0000
2.1,pixel,0.0900,400,0.6953
2.1,pixel,0.0900,700,0.7299
2.1,pixel,0.0900,1000,0.7278
2.1,pixel,0.0900,1300,0.7313
2.1,pixel,0.0900,1600,0.7246
2.1,pixel,0.0900,1900,0.7293
2.1,pixel,0.0900,2100,0.7238
2.1,pixel,0.0900,2400,0.7319
2.1,pixel,0.0900,2700,0.7320
2.1,pixel,0.0900,3000,0.7281
2.1,pixel,0.1000,100,0.0000
2.1,pixel,0.1000,400,0.6798
2.1,pixel,0.1000,700,0.7290
2.1,pixel,0.1000,1000,0.7310
2.1,pixel,0.1000,1300,0.7296
2.1,pixel,0.1000,1600,0.7268
2.1,pixel,0.1000,1900,0.7239
2.1,pixel,0.1000,2100,0.7237
2.1,pixel,0.1000,2400,0.7282
2.1,pixel,0.1000,2700,0.7293
2.1,pixel,0.1000,3000,0.7288
2.4,area,0.0000,100,0.8709
2.4,area,0.0000,400,0.9152
2.4,area,0.0000,700,0.9269
2.4,area,0.0000,1000,0.9248
2.4,area,0.0000,1300,0.9351
2.4,area,0.0000,1600,0.9311
2.4,area,0.0000,1900,0.9361
2.4,area,0.0000,2100,0.9323
2.4,area,0.0000,2400,0.9352
2.4,area,0.0000,2700,0.9321
2.4,area,0.0000,3000,0.9358
2.4,area,0.0100,100,0.4241
2.4,area,0.0100,400,0.6045
2.4,area,0.0100,700,0.7959
2.4,area,0.0100,1000,0.8058
2.4,area,0.0100,1300,0.8404
2.4,area,0.0100,1600,0.8511
2.4,area,0.0100,1900,0.8502
2.4,area,0.0100,2100,0.8543
2.4,area,0.0100,2400,0.8458
2.4,area,0.0100,2700,0.8534
2.4,area,0.0100,3000,0.8518
2.4,area,0.0200,100,0.3792
2.4,area,0.0200,400,0.7221
2.4,area,0.0200,700,0.7401
2.4,area,0.0200,1000,0.7426
2.4,area,0.0200,1300,0.7419
2.4,area,0.0200,1600,0.7494
2.4,area,0.0200,1900,0.7451
2.4,area,0.0200,2100,0.7457
2.4,area,0.0200,2400,0.7458
2.4,area,0.0200,2700,0.7430
2.4,area,0.0200,3000,0.7454
2.4,area,0.0300,100,0.1817
2.4,area,0.0300,400,0.7208
2.4,area,0.0300,700,0.7367
2.4,area,0.0300,1000,0.7352
2.4,area,0.0300,1300,0.7762
2.4,area,0.0300,1600,0.8373
2.4,area,0.0300,1900,0.8346
2.4,area,0.0300,2100,0.8356
2.4,area,0.0300,2400,0.7808
2.4,area,0.0300,2700,0.7764
2.4,area,0.0300,3000,0.7777
2.4,area,0.0400,100,0.0000
2.4,area,0.0400,400,0.6819
2.4,area,0.0400,700,0.7313
2.4,area,0.0400,1000,0.7281
2.4,area,0.0400,1300,0.7329
2.4,area,0.0400,1600,0.7246
2.4,area,0.0400,1900,0.7307
2.4,area,0.0400,2100,0.7327
2.4,area,0.0400,2400,0.7280
2.4,area,0.0400,2700,0.7286
2.4,area,0.0400,3000,0.7335
2.4,area,0.0500,100,0.0000
2.4,area,0.0500,400,0.6686
2.4,area,0.0500,700,0.7297
2.4,area,0.0500,1000,0.7232
2.4,area,0.0500,1300,0.7241
2.4,area,0.0500,1600,0.7285
2.4,area,0.0500,1900,0.7259
2.4,area,0.0500,2100,0.7338
2.4,area,0.0500,2400,0.7245
2.4,area,0.0500,2700,0.7285
2.4,area,0.0500,3000,0.7305
2.4,area,0.0600,100,0.0000
2.4,area,0.0600,400,0.6870
2.4,area,0.0600,700,0.7315
2.4,area,0.0600,1000,0.7276
2.4,area,0.0600,1300,0.7248
2.4,area,0.0600,1600,0.7258
2.4,area,0.0600,1900,0.7231
2.4,area,0.0600,2100,0.7287
2.4,area,0.0600,2400,0.7275
2.4,area,0.0600,2700,0.7332
2.4,area,0.0600,3000,0.7312
2.4,area,0.0700,100,0.0000
2.4,area,0.0700,400,0.3453
2.4,area,0.0700,700,0.7318
2.4,area,0.0700,1000,0.7315
2.4,area,0.0700,1300,0.7275
2.4,area,0.0700,1600,0.7263
2.4,area,0.0700,1900,0.7330
2.4,area,0.0700,2100,0.7296
2.4,area,0.0700,2400,0.7326
2.4,area,0.0700,2700,0.7275
2.4,area,0.0700,3000,0.7275
2.4,area,0.0800,100,0.0000
2.4,area,0.0800,400,0.6933
2.4,area,0.0800,700,0.7286
2.4,area,0.0800,1000,0.7301
2.4,area,0.0800,1300,0.7244
2.4,area,0.0800,1600,0.7260
2.4,area,0.0800,1900,0.7300
2.4,area,0.0800,2100,0.7317
2.4,area,0.0800,2400,0.7308
2.4,area,0.0800,2700,0.7316
2.4,area,0.0800,3000,0.7324
2.4,area,0.0900,100,0.0000
2.4,area,0.0900,400,0.6795
2.4,area,0.0900,700,0.7303
2.4,area,0.0900,1000,0.7278
2.4,area,0.0900,1300,0.7245
2.4,area,0.0900,1600,0.7256
2.4,area,0.0900,1900,0.7337
2.4,area,0.0900,2100,0.7290
2.4,area,0.0900,2400,0.7329
2.4,area,0.0900,2700,0.7276
2.4,area,0.0900,3000,0.7317
2.4,area,0.1000,100,0.0000
2.4,area,0.1000,400,0.6882
2.4,area,0.1000,700,0.7294
2.4,area,0.1000,1000,0.7246
2.4,area,0.1000,1300,0.7320
2.4,area,0.1000,1600,0.7321
2.4,area,0.1000,1900,0.7315
2.4,area,0.1000,2100,0.7255
2.4,area,0.1000,2400,0.7329
2.4,area,0.1000,2700,0.7314
2.4,area,0.1000,3000,0.7273
2.4,edge,0.0000,100,0.9132
2.4,edge,0.0000,400,0.9348
2.4,edge,0.0000,700,0.9374
2.4,edge,0.0000,1000,0.9354
2.4,edge,0.0000,1300,0.9399
2.4,edge,0.0000,1600,0.9402
2.4,edge,0.0000,1900,0.9408
2.4,edge,0.0000,2100,0.9399
2.4,edge,0.0000,2400,0.9368
2.4,edge,0.0000,2700,0.9406
2.4,edge,0.0000,3000,0.9340
2.4,edge,0.0004,100,0.3506
2.4,edge,0.0004,400,0.6465
2.4,edge,0.0004,700,0.7835
2.4,edge,0.0004,1000,0.7661
2.4,edge,0.0004,1300,0.8052
2.4,edge,0.0004,1600,0.7791
2.4,edge,0.0004,1900,0.8295
2.4,edge,0.0004,2100,0.8061
2.4,edge,0.0004,2400,0.8186
2.4,edge,0.0004,2700,0.8232
2.4,edge,0.0004,3000,0.8182
2.4,edge,0.0008,100,0.0000
2.4,edge,0.0008,400,0.6887
2.4,edge,0.0008,700,0.7286
2.4,edge,0.0008,1000,0.7264
2.4,edge,0.0008,1300,0.7234
2.4,edge,0.0008,1600,0.7244
2.4,edge,0.0008,1900,0.7262
2.4,edge,0.0008,2100,0.7274
2.4,edge,0.0008,2400,0.7306
2.4,edge,0.0008,2700,0.7318
2.4,edge,0.0008,3000,0.7286
2.4,edge,0.0012,100,0.0000
2.4,edge,0.0012,400,0.6866
2.4,edge,0.0012,700,0.7295
2.4,edge,0.0012,1000,0.7275
2.4,edge,0.0012,1300,0.7310
2.4,edge,0.0012,1600,0.7266
2.4,edge,0.0012,1900,0.7251
2.4,edge,0.0012,2100,0.7281
2.4,edge,0.0012,2400,0.7259
2.4,edge,0.0012,2700,0.7275
2.4,edge,0.0012,3000,0.7274
2.4,edge,0.0016,100,0.0000
2.4,edge,0.0016,400,0.6949
2.4,edge,0.0016,700,0.7295
2.4,edge,0.0016,1000,0.7274
2.4,edge,0.0016,1300,0.7249
2.4,edge,0.0016,1600,0.7292
2.4,edge,0.0016,1900,0.7313
2.4,edge,0.0016,2100,0.7310
2.4,edge,0.0016,2400,0.7326
2.4,edge,0.0016,2700,0.7310
2.4,edge,0.0016,3000,0.7293
2.4,edge,0.0020,100,0.0000
2.4,edge,0.0020,400,0.3442
2.4,edge,0.0020,700,0.7285
2.4,edge,0.0020,1000,0.7266
2.4,edge,0.0020,1300,0.7246
2.4,edge,0.0020,1600,0.7234
2.4,edge,0.0020,1900,0.7231
2.4,edge,0.0020,2100,0.7230
2.4,edge,0.0020,2400,0.7252
2.4,edge,0.0020,2700,0.7334
2.4,edge,0.0020,3000,0.7335
2.4,edge,0.0024,100,0.0000
2.4,edge,0.0024,400,0.3387
2.4,edge,0.0024,700,0.7286
2.4,edge,0.0024,1000,0.7301
2.4,edge,0.0024,1300,0.7265
2.4,edge,0.0024,1600,0.7255
2.4,edge,0.0024,1900,0.7237
2.4,edge,0.0024,2100,0.7292
2.4,edge,0.0024,2400,0.7283
2.4,edge,0.0024,2700,0.7278
2.4,edge,0.0024,3000,0.7320
2.4,edge,0.0028,100,0.0000
2.4,edge,0.0028,400,0.6795
2.4,edge,0.0028,700,0.7296
2.4,edge,0.0028,1000,0.7315
2.4,edge,0.0028,1300,0.7214
2.4,edge,0.0028,1600,0.7244
2.4,edge,0.0028,1900,0.7327
2.4,edge,0.0028,2100,0.7237
2.4,edge,0.0028,2400,0.7230
2.4,edge,0.0028,2700,0.7302
2.4,edge,0.0028,3000,0.7312
2.4,edge,0.0032,100,0.0000
2.4,edge,0.0032,400,0.6869
2.4,edge,0.0032,700,0.7286
2.4,edge,0.0032,1000,0.7270
2.4,edge,0.0032,1300,0.7274
2.4,edge,0.0032,1600,0.7336
2.4,edge,0.0032,1900,0.7302
2.4,edge,0.0032,2100,0.7276
2.4,edge,0.0032,2400,0.7214
2.4,edge,0.0032,2700,0.7307
2.4,edge,0.0032,3000,0.7285
2.4,edge,0.0036,100,0.0000
2.4,edge,0.0036,400,0.6872
2.4,edge,0.0036,700,0.7294
2.4,edge,0.0036,1000,0.7243
2.4,edge,0.0036,1300,0.7249
2.4,edge,0.0036,1600,0.7265
2.4,edge,0.0036,1900,0.7316
2.4,edge,0.0036,2100,0.7280
2.4,edge,0.0036,2400,0.7335
2.4,edge,0.0036,2700,0.7320
2.4,edge,0.0036,3000,0.7276
2.4,edge,0.0040,100,0.0000
2.4,edge,0.0040,400,0.3451
2.4,edge,0.0040,700,0.7297
2.4,edge,0.0040,1000,0.7304
2.4,edge,0.0040,1300,0.7245
2.4,edge,0.0040,1600,0.7287
2.4,edge,0.0040,1900,0.7267
2.4,edge,0.0040,2100,0.7266
2.4,edge,0.0040,2400,0.7285
2.4,edge,0.0040,2700,0.7255
2.4,edge,0.0040,3000,0.7334
2.4,pixel,0.0000,100,0.8814
2.4,pixel,0.0000,400,0.9296
2.4,pixel,0.0000,700,0.9339
2.4,pixel,0.0000,1000,0.9420
2.4,pixel,0.0000,1300,0.9430
2.4,pixel,0.0000,1600,0.9417
2.4,pixel,0.0000,1900,0.9417
2.4,pixel,0.0000,2100,0.9422
2.4,pixel,0.0000,2400,0.9438
2.4,pixel,0.0000,2700,0.9419
2.4,pixel,0.0000,3000,0.9427
2.4,pixel,0.0100,100,0.4373
2.4,pixel,0.0100,400,0.7847
2.4,pixel,0.0100,700,0.8562
2.4,pixel,0.0100,1000,0.8651
2.4,pixel,0.0100,1300,0.8633
2.4,pixel,0.0100,1600,0.8606
2.4,pixel,0.0100,1900,0.8541
2.4,pixel,0.0100,2100,0.8465
2.4,pixel,0.0100,2400,0.8520
2.4,pixel,0.0100,2700,0.8624
2.4,pixel,0.0100,3000,0.8552
2.4,pixel,0.0200,100,0.4040
2.4,pixel,0.0200,400,0.8084
2.4,pixel,0.0200,700,0.7987
2.4,pixel,0.0200,1000,0.8336
2.4,pixel,0.0200,1300,0.8308
2.4,pixel,0.0200,1600,0.8404
2.4,pixel,0.0200,1900,0.8328
2.4,pixel,0.0200,2100,0.8390
2.4,pixel,0.0200,2400,0.8521
2.4,pixel,0.0200,2700,0.8400
2.4,pixel,0.0200,3000,0.8511
2.4,pixel,0.0300,100,0.1880
2.4,pixel,0.0300,400,0.7224
2.4,pixel,0.0300,700,0.7470
2.4,pixel,0.0300,1000,0.7549
2.4,pixel,0.0300,1300,0.7578
2.4,pixel,0.0300,1600,0.7630
2.4,pixel,0.0300,1900,0.7546
2.4,pixel,0.0300,2100,0.7502
2.4,pixel,0.0300,2400,0.7707
2.4,pixel,0.0300,2700,0.7676
2.4,pixel,0.0300,3000,0.7513
2.4,pixel,0.0400,100,0.0000
2.4,pixel,0.0400,400,0.5628
2.4,pixel,0.0400,700,0.7231
2.4,pixel,0.0400,1000,0.7253
2.4,pixel,0.0400,1300,0.7213
2.4,pixel,0.0400,1600,0.7270
2.4,pixel,0.0400,1900,0.7242
2.4,pixel,0.0400,2100,0.7224
2.4,pixel,0.0400,2400,0.7273
2.4,pixel,0.0400,2700,0.7270
2.4,pixel,0.0400,3000,0.7301
2.4,pixel,0.0500,100,0.0000
2.4,pixel,0.0500,400,0.6835
2.4,pixel,0.0500,700,0.7232
2.4,pixel,0.0500,1000,0.7309
2.4,pixel,0.0500,1300,0.7229
2.4,pixel,0.0500,1600,0.7235
2.4,pixel,0.0500,1900,0.7276
2.4,pixel,0.0500,2100,0.7273
2.4,pixel,0.0500,2400,0.7250
2.4,pixel,0.0500,2700,0.7286
2.4,pixel,0.0500,3000,0.7273
2.4,pixel,0.0600,100,0.0000
2.4,pixel,0.0600,400,0.5462
2.4,pixel,0.0600,700,0.7273
2.4,pixel,0.0600,1000,0.7232
2.4,pixel,0.0600,1300,0.7233
2.4,pixel,0.0600,1600,0.7281
2.4,pixel,0.0600,1900,0.7307
2.4,pixel,0.0600,2100,0.7261
2.4,pixel,0.0600,2400,0.7322
2.4,pixel,0.0600,2700,0.7329
2.4,pixel,0.0600,3000,0.7296
2.4,pixel,0.0700,100,0.0007
2.4,pixel,0.0700,400,0.7014
2.4,pixel,0.0700,700,0.7246
