Frame Range Start, Frame Range End, Running Accuracy, Round Accuracy, Configuration
(0, 1800, (0.0, 3000), 1.0, 1.0),
(1800, 3600, (0.0, 3000), 1.0, 1.0),
(3600, 5400, (0.0, 3000), 1.0, 1.0),
(5400, 7200, (0.0, 3000), 1.0, 1.0),
(7200, 9000, (0.0, 3000), 1.0, 1.0),
(9000, 10800, (0.0, 3000), 1.0, 1.0),
(10800, 12600, (0.0, 3000), 1.0, 1.0),
(12600, 14400, (0.0, 3000), 1.0, 1.0),
(14400, 16200, (0.0, 3000), 1.0, 1.0),
(16200, 18000, (0.0, 3000), 1.0, 1.0),
(18000, 18030, (0.0, 3000), 1.0, 1.0),
