Frame Range Start, Frame Range End, Configuration, Average Energy
(0, 1800, (0.0016, 3000), 4.773275524475525),
(1800, 1950, (0.0016, 3000), 4.668224050632915),
(1950, 3750, (0.0016, 3000), 4.668555977653631),
(3750, 3900, (0.0016, 3000), 4.578297530864198),
(3900, 5700, (0.0016, 3000), 4.566167299107139),
(5700, 5850, (0.0016, 3000), 4.575933766233769),
(5850, 7650, (0.0016, 3000), 4.630664355362948),
(7650, 7800, (0.0016, 3000), 4.666616249999999),
(7800, 9600, (0.0016, 3000), 4.554573085106377),
(9600, 9750, (0.0016, 3000), 4.719597530864196),
(9750, 11550, (0.0016, 3000), 4.556565270684372),
(11550, 11700, (0.0016, 3000), 4.548348888888889),
(11700, 13500, (0.0016, 3000), 4.544441742654504),
(13500, 13650, (0.0016, 3000), 4.6657940476190465),
(13650, 15450, (0.0016, 3000), 4.518729980276133),
(15450, 15600, (0.0016, 3000), 4.369738823529413),
(15600, 17400, (0.0016, 3000), 4.6063381870781015),
(17400, 17550, (0.0016, 3000), 4.487281372549022),
(17550, 18017, (0.0016, 3000), 4.615796282527881),
