Frame Range Start, Frame Range End, Configuration, Average Energy
(0, 1800, (0.0, 3000), 7.1314799185888855),
(1800, 1950, (0.0, 3000), 7.056539062500002),
(1950, 3750, (0.0, 3000), 7.064780246913579),
(3750, 3900, (0.0, 3000), 7.013104838709678),
(3900, 5700, (0.0, 3000), 7.206173841961846),
(5700, 5850, (0.0, 3000), 7.266930158730161),
(5850, 7650, (0.0, 3000), 7.2673269282814426),
(7650, 7800, (0.0, 3000), 7.13197777777778),
(7800, 9600, (0.0, 3000), 7.253166576086945),
(9600, 9750, (0.0, 3000), 7.094306349206349),
(9750, 11550, (0.0, 3000), 7.192154149659884),
(11550, 11700, (0.0, 3000), 7.634623188405799),
(11700, 13500, (0.0, 3000), 7.265562550881942),
(13500, 13650, (0.0, 3000), 7.215974193548384),
(13650, 15450, (0.0, 3000), 7.3377481132075415),
(15450, 15600, (0.0, 3000), 7.301617460317462),
(15600, 17400, (0.0, 3000), 7.2682409459459425),
(17400, 17550, (0.0, 3000), 7.238842424242424),
(17550, 18017, (0.0, 3000), 7.305344791666658),
Frame Range Start, Frame Range End, Configuration, Average Energy
(0, 1800, (0.0, 3000), 7.1243050477489795),
(1800, 1950, (0.0, 3000), 7.006887096774196),
(1950, 3750, (0.0, 3000), 7.023684499314134),
(3750, 3900, (0.0, 3000), 6.886978125000005),
(3900, 5700, (0.0, 3000), 7.197724523160764),
(5700, 5850, (0.0, 3000), 7.215352380952377),
(5850, 7650, (0.0, 3000), 7.234992663043494),
(7650, 7800, (0.0, 3000), 7.256661290322582),
(7800, 9600, (0.0, 3000), 7.280580108254397),
(9600, 9750, (0.0, 3000), 7.172645312500005),
(9750, 11550, (0.0, 3000), 7.207780272108825),
(11550, 11700, (0.0, 3000), 7.258128571428572),
(11700, 13500, (0.0, 3000), 7.203631114130432),
(13500, 13650, (0.0, 3000), 7.243265079365077),
(13650, 15450, (0.0, 3000), 7.287431275167792),
(15450, 15600, (0.0, 3000), 7.212398412698411),
(15600, 17400, (0.0, 3000), 7.282818453188594),
(17400, 17550, (0.0, 3000), 7.2537725806451645),
(17550, 18017, (0.0, 3000), 7.2541619791666685),
Frame Range Start, Frame Range End, Configuration, Average Energy
